,0
2000-06-15,
2001-06-15,10.04725844749583
2002-06-15,7.796185325229975
2003-06-15,7.784336294704013
2004-06-15,8.67601819759773
2005-06-15,7.703621307625759
2006-06-15,6.99203599122426
2007-06-15,6.393378698942045
2008-06-15,6.532485672740585
2009-06-15,5.153551455993984
2010-06-15,4.817231447640235
2011-06-15,5.2084216148454185
2012-06-15,4.496078574469379
2013-06-15,4.504813089175344
2014-06-15,4.5431437335066365
2015-06-15,5.738680706747076
2016-06-15,4.07348722159067
2017-06-15,5.2365510473130055
2018-06-15,4.246391934601056
2019-06-15,
