,0
2000-06-15,
2001-06-15,159.29627462261504
2002-06-15,197.8135677785172
2003-06-15,204.7377171416252
2004-06-15,189.1051670109
2005-06-15,199.42848909647134
2006-06-15,166.5797844811836
2007-06-15,170.8902746247362
2008-06-15,166.60207330887638
2009-06-15,170.77388580516205
2010-06-15,187.05162813165308
2011-06-15,161.8924834784843
2012-06-15,161.85803918643273
2013-06-15,162.0591198340631
2014-06-15,
2015-06-15,
2016-06-15,
2017-06-15,
2018-06-15,
2019-06-15,
