,0
2000-06-30,94.38999999999999
2001-07-01,80.75999999999999
2002-07-01,77.0
2003-07-01,96.86000000000001
2004-06-30,83.0
2005-07-01,79.50999999999999
2006-07-01,96.59999999999991
2007-07-01,90.72000000000003
2008-06-30,73.0
2009-07-01,72.38999999999999
2010-07-01,82.05000000000013
