time,vmro3max
2005-07-01,50.0
2006-07-01,58.51999999999998
2007-07-01,47.0
2008-06-30,50.0
2009-07-01,50.0
2010-07-01,49.81999999999999
2011-07-01,51.0
2012-06-30,50.0
2013-07-01,47.81999999999999
2014-07-01,44.75999999999999
2015-07-01,47.315999999999995
2016-06-30,49.118
2017-07-01,
2018-07-01,48.4
2019-07-01,51.492
