,0
2010-10-15,
2011-10-15,2.616328994433085
2012-10-15,2.947397232055664
2013-10-15,2.6789164940516152
2014-10-15,3.16668168703715
2015-10-15,2.5770448048909507
2016-10-15,2.3441994984944663
2017-10-15,2.356611450513204
2018-10-15,2.77764364083608
2019-10-15,
