,concpm25,concso4,concnh4,concno3pm25,concCecpm25,concoaf,concCocpm25
2010-01-01,18.609348,4.4768276,2.8536227,4.1125755,0.83206767,2.4227889,1.4183068
2010-01-02,7.396156,1.6688353,1.1435463,1.7975328,0.29449654,1.0616864,0.6018686
2010-01-03,10.716861,1.5515182,1.6544759,3.7372234,0.4928895,1.6070188,0.9330513
2010-01-04,17.73268,1.7289988,2.690806,7.066478,0.9157057,3.005058,1.7690895
2010-01-05,14.662567,3.0183225,2.3244975,4.126249,0.54220796,2.0893843,1.2130272
2010-01-06,14.312979,3.0055337,1.9821658,2.9555168,0.8156695,2.5620968,1.4945089
2010-01-07,23.95681,2.5495667,3.7421322,9.608612,1.072118,3.4275832,2.0067701
2010-01-08,4.715135,0.848963,0.628036,1.068145,0.3518876,1.0667387,0.5992098
2010-01-09,6.3590965,1.9958358,0.903414,0.5351794,0.39374366,1.0470679,0.5867003
2010-01-10,8.5811205,2.2659955,1.1554719,1.0559149,0.60207325,1.5307118,0.8763074
2010-01-11,20.77678,4.456254,2.5394185,2.9966033,1.6893016,4.6913924,2.7684345
2010-01-12,33.260628,7.531832,4.655118,6.317744,1.957219,5.6676855,3.3401284
2010-01-13,17.1689,3.3294747,2.74677,5.191078,0.5904033,2.346176,1.3395923
2010-01-14,17.098982,2.8538435,2.721249,5.724331,0.580081,2.640459,1.5056531
2010-01-15,24.487795,4.475131,3.8110178,7.387136,0.9001745,3.6414528,2.1131256
2010-01-16,18.148836,3.7767315,2.773594,4.7320075,0.6321317,2.880767,1.6574929
2010-01-17,6.984277,1.8749783,0.9791994,0.9920131,0.3353255,1.2738849,0.71801966
2010-01-18,12.698235,2.7845092,1.7953624,2.9813085,0.60641927,1.7236742,1.0073811
2010-01-19,17.548708,3.4772923,2.4089804,4.112495,0.99139094,2.870961,1.6951684
2010-01-20,18.780785,4.8234296,2.8410697,3.665265,0.7889999,2.4711099,1.4413837
2010-01-21,24.706234,6.3036427,3.6676972,4.4964643,1.2183598,3.6504743,2.144119
2010-01-22,39.298717,7.8887196,5.588748,9.084087,2.0413847,6.260318,3.7000406
2010-01-23,28.351114,4.0122695,4.2192407,9.362907,1.2226703,4.5353646,2.6732333
2010-01-24,19.640306,3.551848,3.0223825,5.830641,0.715876,3.2579784,1.8993269
2010-01-25,16.397942,3.3745158,2.425333,4.0036345,0.65239745,3.0385425,1.7626404
2010-01-26,29.292717,3.6544716,3.5349898,7.4748635,2.1401098,6.9758215,4.1190543
2010-01-27,25.685051,3.512252,3.5932128,7.881323,1.361332,4.5138493,2.654872
2010-01-28,5.48801,1.0060493,0.8091993,1.5206487,0.26266232,0.89455014,0.5008976
2010-01-29,4.7885756,0.72192174,0.6555117,1.3446087,0.2797119,1.0115166,0.5703047
2010-01-30,9.2122555,1.5616341,1.2833846,2.4227,0.53974056,1.7368121,1.0061564
2010-01-31,16.313358,2.3316813,2.6027417,5.9896464,0.73576856,2.2006118,1.2853912
2010-02-01,12.953369,1.6864007,2.148544,5.2551174,0.5075331,1.5446001,0.8987548
2010-02-02,5.471455,0.76776904,0.79183125,1.7612385,0.28581852,0.99979603,0.56576407
2010-02-03,6.682442,0.51172745,0.833607,2.2112036,0.5282803,1.71992,0.99440867
2010-02-04,15.311481,1.7269752,2.4175713,6.125667,0.69639444,2.4544501,1.4297725
2010-02-05,14.68136,2.7408338,2.219328,4.1710863,0.6402371,2.3705273,1.3744969
2010-02-06,20.203314,3.5829053,2.8614643,5.2554812,1.0434909,3.796458,2.2164066
2010-02-07,27.130842,5.2106304,3.6776733,5.978168,1.5603073,5.0521727,2.9657547
2010-02-08,33.47789,6.719045,4.8977327,8.242539,1.5686365,4.9204817,2.9011748
2010-02-09,28.04687,5.759473,4.4339485,7.8721666,1.0028987,3.558108,2.0751812
2010-02-10,23.88926,5.955049,3.6537688,4.9176326,0.9218625,3.488774,2.0227158
2010-02-11,13.503157,3.2661245,2.0326722,2.7863283,0.56492853,2.025838,1.173616
2010-02-12,14.325814,2.664749,2.206653,4.160144,0.6802741,2.09546,1.2133378
2010-02-13,18.532566,3.0493045,2.6320941,5.132379,1.0923498,3.3817306,1.983217
2010-02-14,22.482662,3.7648535,3.278832,6.4463143,1.1842706,3.854708,2.2524664
2010-02-15,25.220177,3.3977387,3.7701943,8.610918,1.2228671,4.0159397,2.3501155
2010-02-16,26.373713,4.955504,4.179368,8.010935,0.8855835,3.867295,2.2123322
2010-02-17,26.345509,6.258458,4.1035905,6.0646386,0.80514145,3.8718667,2.2278461
2010-02-18,27.251442,4.5163765,4.071545,8.2108,1.1101797,4.5522227,2.6254458
2010-02-19,12.160625,1.4906662,1.9073962,4.6553965,0.563312,1.9837909,1.126904
2010-02-20,11.975941,1.1461933,1.8832086,5.0502243,0.5510114,1.9262872,1.1026398
2010-02-21,7.568614,0.7350038,1.0106912,2.5377262,0.50321907,1.8058614,1.03568
2010-02-22,11.475436,0.4437108,1.7009037,5.2905083,0.6697893,2.1961997,1.2656188
