,concpm25,concso4,concnh4,concno3pm25,concCecpm25,concoaf,concCocpm25
2010-01-01,7.3818307,1.6083106,1.249777,2.2926326,0.14077096,0.76588064,0.42476767
2010-01-02,6.0006795,0.51454145,0.98445505,2.7343109,0.22183868,0.92115694,0.52971065
2010-01-03,4.675235,0.7644605,0.7310818,1.5456123,0.12779532,0.84390104,0.47262734
2010-01-04,14.182177,2.8747265,2.616236,5.326758,0.23976819,0.780175,0.44729584
2010-01-05,18.100409,3.221206,2.922753,5.9368944,0.77644914,1.8657587,1.1103935
2010-01-06,21.35521,7.377064,3.1887941,1.762135,0.70221853,2.3562212,1.3756787
2010-01-07,22.801613,6.041491,3.9173775,5.7244325,0.5094387,1.8527795,1.0804002
2010-01-08,5.2392955,1.4734439,0.7728168,0.77278644,0.14433597,0.8276479,0.4596741
2010-01-09,2.2763312,0.58741003,0.2862131,0.23002699,0.07056186,0.5847596,0.31101543
2010-01-10,3.408561,1.1461172,0.46515867,0.13932148,0.08278091,0.59963185,0.32077828
2010-01-11,6.979775,1.7268425,1.085637,1.5127742,0.20115632,0.8358189,0.4671954
2010-01-12,16.584639,4.6685076,2.7691581,3.52161,0.4561,1.4674127,0.84263265
2010-01-13,20.263252,7.8385715,3.0426877,1.4967548,0.41375008,1.4696416,0.84531116
2010-01-14,20.74468,7.950396,2.6564677,1.5258958,0.54172856,1.9691919,1.1479106
2010-01-15,20.355162,7.055215,2.7393386,1.5384461,0.65677243,2.4532907,1.4397718
2010-01-16,17.777943,5.811039,2.3800695,1.2859764,0.63330597,2.3975992,1.4045815
2010-01-17,10.8983555,2.1483033,1.8048006,3.4519668,0.36753747,1.2621021,0.71959877
2010-01-18,14.370958,3.0604408,2.556621,4.9128046,0.3346167,1.0485959,0.60022926
2010-01-19,12.804841,3.714048,2.0583768,2.3672283,0.5357862,1.1453053,0.6593773
2010-01-20,17.364508,6.5015106,2.4540412,1.3862948,0.46802872,1.583385,0.9187474
2010-01-21,18.761816,5.610154,3.0987875,3.4370234,0.4380465,1.650959,0.9692787
2010-01-22,19.024857,6.9859366,2.8919876,1.5253197,0.4958018,1.7790171,1.0340427
2010-01-23,17.595201,2.2624998,2.7341611,6.5056543,0.6614363,2.415607,1.4275897
2010-01-24,15.797532,2.2387655,2.4048717,5.403717,0.6064871,2.2627127,1.3338139
2010-01-25,20.75877,2.6267183,3.108067,7.3315616,0.88051426,3.0314336,1.7803742
2010-01-26,22.537195,2.8005626,3.459193,8.323491,0.78345615,2.795603,1.6399199
2010-01-27,9.95523,1.2346473,1.5396467,3.7275996,0.2691311,1.110841,0.63452446
2010-01-28,3.5459058,0.35176292,0.3447521,0.749486,0.06675214,0.51432055,0.27650693
2010-01-29,2.9111233,0.55313724,0.42076066,0.7570969,0.11805325,0.49330643,0.26172736
2010-01-30,6.0284853,1.0144923,1.0291212,2.2430222,0.10616429,0.7298813,0.40188515
2010-01-31,13.954727,2.3309412,2.523582,5.7149153,0.2900182,0.884261,0.51300514
2010-02-01,9.662221,1.454185,1.6842016,3.9774513,0.24984673,0.8778567,0.5034801
2010-02-02,4.6838098,0.8019922,0.7691703,1.6407456,0.09481471,0.58068186,0.31368902
2010-02-03,4.025299,0.5797809,0.56952095,1.223199,0.0794639,0.5562831,0.30090508
2010-02-04,11.258113,1.3044072,1.8119788,4.5865974,0.62746245,1.2042903,0.7109073
2010-02-05,15.806004,2.3303738,2.4753768,5.5668683,0.61779785,2.2317321,1.2961384
2010-02-06,17.498684,3.7768853,2.8418539,4.94904,0.50776345,1.9880188,1.1560205
2010-02-07,18.526781,5.7849245,2.8874178,2.7340724,0.3644793,1.7974881,1.0486363
2010-02-08,16.210552,4.009311,2.5072203,3.8547678,0.3301757,1.3837559,0.80734694
2010-02-09,19.292606,4.7778325,3.1079974,4.593882,0.5116734,1.8571918,1.0809469
2010-02-10,20.53203,6.8617597,3.0448976,2.2075195,0.5358883,2.096649,1.2190124
2010-02-11,7.701945,2.532255,1.177868,0.81102175,0.15049681,1.0049958,0.56410927
2010-02-12,1.2625091,0.22506717,0.12749545,0.1527377,0.042001072,0.49840423,0.2587085
2010-02-13,3.3465967,0.45816758,0.507534,1.1589469,0.08865927,0.71473014,0.39168036
2010-02-14,8.495114,0.8182747,1.5242525,4.2057266,0.20093766,0.9967494,0.5654896
2010-02-15,14.755607,1.1525754,2.5783658,7.402392,0.46546772,1.3470818,0.78864866
2010-02-16,21.391993,3.924447,3.4847176,6.951303,0.70664275,2.611032,1.496579
2010-02-17,25.795843,4.8579907,4.004413,7.537987,0.8915434,3.6007252,2.0587041
2010-02-18,26.39336,3.0117285,4.391776,11.257695,0.77947134,2.8118763,1.6132739
2010-02-19,22.158049,1.8582783,3.8162184,10.7822485,0.74308264,2.0581086,1.190693
2010-02-20,11.293573,1.7586204,2.0032148,4.7112803,0.23956817,0.9359076,0.5286106
2010-02-21,11.807373,1.4164307,2.1287289,5.545396,0.28044125,0.9917047,0.56410056
2010-02-22,7.8113537,0.53091085,1.3153182,3.8473527,0.3255459,1.0150622,0.5800021
2010-02-23,5.1730027,0.7856663,0.83522147,1.9059726,0.12718162,0.7545967,0.41331503
2010-02-24,11.468096,2.4674134,1.913259,3.4131007,0.34814367,1.2215962,0.68928516
2010-02-25,11.947247,0.8174468,1.9223245,5.5722346,0.6450849,1.5277284,0.9018188
2010-02-26,10.69926,0.72601235,1.7069633,4.9574533,0.5756652,1.4101554,0.8276641
2010-02-27,6.710293,0.6843817,0.9717767,2.509405,0.25819162,0.91829383,0.5235526
2010-02-28,4.390335,0.33828267,0.571799,1.5428632,0.24357668,1.0078396,0.5677348
2010-03-01,3.1603105,0.48754376,0.3713002,0.67714626,0.06313028,0.5553881,0.29709092
2010-03-02,4.3367867,0.92956024,0.56998646,0.81712836,0.075025685,0.55762416,0.30184335
2010-03-03,4.206734,0.46924672,0.53411615,1.2698572,0.09641334,0.60968876,0.33507872
2010-03-04,4.709639,0.5237961,0.70489126,1.7783868,0.12655593,0.8670064,0.4851377
2010-03-05,1.8565816,0.21088752,0.18137446,0.3557875,0.08501679,0.6714775,0.3669584
