,concpm25,concso4,concnh4,concno3pm25,concCecpm25,concoaf,concCocpm25
2010-01-01,6.250064,2.01897,1.0338304,0.9783514,0.15805486,0.5893377,0.32073164
2010-01-02,9.605862,1.8996242,1.6712011,3.3942378,0.24616235,0.749667,0.42537123
2010-01-03,8.085687,2.0583208,1.3534701,2.0249436,0.3047838,0.7238015,0.40867943
2010-01-04,12.006051,1.9048476,2.1323178,4.9018745,0.37842587,0.95987463,0.55220616
2010-01-05,13.937999,1.6803195,2.47727,6.3838544,0.42905417,1.1628231,0.67369056
2010-01-06,16.843288,3.0508118,2.6764767,5.311763,0.68034005,2.1685705,1.267795
2010-01-07,18.593159,2.0136638,3.2037735,8.468968,0.6367915,1.9014188,1.1107419
2010-01-08,10.437921,3.0680518,1.7155985,2.031815,0.28273267,0.9162726,0.5196341
2010-01-09,3.1392982,1.087307,0.4467779,0.15922911,0.10855865,0.547407,0.29038048
2010-01-10,3.89879,1.0642081,0.60050935,0.6979231,0.15923822,0.5741638,0.3088699
2010-01-11,13.801454,3.9856741,2.3401682,2.922298,0.42171672,1.0167574,0.5850901
2010-01-12,12.354683,2.9222,2.0184069,3.1858249,0.42052367,1.3335142,0.76239306
2010-01-13,15.55881,3.7263184,2.4364426,3.7975419,0.5321004,1.8475889,1.0530579
2010-01-14,17.708748,3.0704508,2.8461127,5.9776635,0.5902237,2.2893188,1.2977349
2010-01-15,20.466389,4.0812173,3.1774786,5.7666354,0.75045717,2.7964783,1.6044484
2010-01-16,15.253389,3.031567,2.4563706,4.7016416,0.47576126,1.8454597,1.0427357
2010-01-17,5.1438737,1.3028122,0.70745295,1.0163553,0.21790652,0.6376628,0.3533297
2010-01-18,10.281841,2.8523695,1.4743481,2.0506263,0.37759474,0.8585964,0.498225
2010-01-19,11.77599,3.6638784,1.6911322,1.5879983,0.58105344,1.033961,0.609392
2010-01-20,12.180773,3.8666403,1.9286276,1.8114722,0.41651538,1.0236291,0.59189385
2010-01-21,10.249789,3.8773243,1.5028129,0.549612,0.31948972,1.0217776,0.582322
2010-01-22,12.064024,2.8093395,1.93824,3.066828,0.407123,1.3742675,0.790329
2010-01-23,14.263562,3.6516197,2.2509174,3.0602744,0.47451973,1.7873094,1.0241046
2010-01-24,14.634789,2.5556855,2.3577209,4.853291,0.5438696,1.8831891,1.0867869
2010-01-25,11.254942,2.4217474,1.7214998,2.8284872,0.44647202,1.6754313,0.9628604
2010-01-26,20.472591,2.8279905,3.2056243,7.4397182,0.79218554,2.7713654,1.6318333
2010-01-27,5.8753986,0.8819606,0.83480096,1.7696655,0.31492797,0.98154473,0.5582171
2010-01-28,3.6007833,0.8330791,0.49927688,0.69780254,0.15229392,0.5274555,0.2839238
2010-01-29,2.352049,0.53958106,0.31165397,0.39276138,0.12817752,0.49041742,0.25896356
2010-01-30,6.5330153,0.9810658,1.0923325,2.5165238,0.22827093,0.71892005,0.40351993
2010-01-31,14.412977,2.203904,2.4948874,5.822026,0.47667766,1.1273472,0.663963
2010-02-01,9.041045,1.7280134,1.5154339,3.024025,0.3359329,0.8447238,0.48602816
2010-02-02,3.2478945,0.66042,0.44825888,0.75993145,0.15966626,0.5756843,0.31262055
2010-02-03,5.88238,1.0598539,0.90472806,1.7980591,0.25555712,0.6909085,0.38728192
2010-02-04,9.630071,1.2533001,1.5944544,3.9117484,0.3917607,1.1011649,0.63388425
2010-02-05,10.549066,1.3181093,1.6785667,4.1025333,0.503808,1.5242105,0.87462145
2010-02-06,11.1878195,2.3653364,1.8020489,3.171355,0.48723936,1.2752737,0.7329879
2010-02-07,16.68211,4.93809,2.6845498,2.9376283,0.4386871,1.6126198,0.93337584
2010-02-08,12.9729185,4.0756745,2.0285537,1.7932367,0.3594356,1.240321,0.7117677
2010-02-09,23.101898,5.7374253,3.7684364,5.660717,0.6811645,2.0734715,1.2146833
2010-02-10,17.40729,5.2761664,2.8046374,3.0268264,0.4773463,1.5425247,0.8880574
2010-02-11,8.846985,2.798217,1.3672415,1.1179249,0.23023559,1.1039034,0.6227491
2010-02-12,2.9560235,0.53069526,0.4312887,0.80497396,0.123193525,0.5959231,0.32008985
2010-02-13,7.482752,1.1205887,1.2674234,2.9247458,0.25131127,0.9008471,0.5063643
