,concpm25,concso4,concnh4,concno3pm25,concCecpm25,concoaf,concCocpm25
2010-01-01,9.073746,1.0932715,1.2536612,2.9274557,0.6692231,1.2603897,0.7439879
2010-01-02,10.03019,1.4980414,1.7163681,3.9919455,0.35595706,0.96952415,0.5627494
2010-01-03,5.6775537,0.51806134,0.58398956,1.3468379,0.6302865,1.455195,0.86719096
2010-01-04,22.947042,1.6731014,2.069555,4.9691606,3.0393517,4.610105,2.8803675
2010-01-05,19.340311,1.7925684,2.1130867,4.9657025,1.9143764,3.3362308,2.0612872
2010-01-06,15.840963,2.6060998,2.1493387,4.039721,1.3382646,2.120911,1.288687
2010-01-07,14.381964,0.99964184,1.6720521,4.470079,1.4446912,2.5864608,1.5799059
2010-01-08,10.199543,2.0085516,1.4274107,2.3235693,0.95680606,1.2922496,0.7619004
2010-01-09,7.0536747,1.6485286,0.9886132,1.2764182,0.6038993,0.9392074,0.5420556
2010-01-10,13.0260725,2.4862728,1.7283952,2.7425923,1.1194258,1.8894198,1.135232
2010-01-11,35.2351,5.4283757,4.361877,8.013666,2.704139,4.8205943,2.948472
2010-01-12,34.107307,5.0721188,4.581066,9.236065,2.1267068,4.070793,2.4694717
2010-01-13,5.9762325,0.3102718,0.60850483,1.6981611,0.6975883,1.6049623,0.9594213
2010-01-14,13.950605,1.8661227,1.3360995,2.1921844,1.7123976,3.0163193,1.8590643
2010-01-15,13.350251,1.3940688,1.3570416,2.8745852,1.5062515,2.8791459,1.7681063
2010-01-16,11.533602,2.3388956,1.4644176,2.0240855,0.8532492,1.8231618,1.1028055
2010-01-17,4.978188,0.57922405,0.5962305,1.3095512,0.51377386,1.033236,0.6059924
2010-01-18,9.217364,1.180011,1.212997,2.661343,0.6957512,1.4851906,0.9011625
2010-01-19,26.819843,5.7062025,3.6851797,5.332369,1.6638863,2.8503482,1.772089
2010-01-20,13.231719,2.0420992,1.5974766,2.8659632,1.1534553,2.1754518,1.3319374
2010-01-21,11.795782,1.4628493,1.4818274,3.2152238,1.0784785,1.9337429,1.181049
2010-01-22,26.543657,4.9438314,3.668591,6.256904,1.7488194,2.9498343,1.8294123
