,concpm25,concso4,concnh4,concno3pm25,concCecpm25,concoaf,concCocpm25
2010-01-01,2.125188,0.32697663,0.16060099,0.1366856,0.1046395,1.1180491,0.62383693
2010-01-02,3.8113875,0.29463702,0.20563005,0.33151856,0.23602562,2.4176683,1.3873404
2010-01-03,2.3614852,0.14833486,0.08102313,0.08926752,0.1638724,1.6733073,0.9502246
2010-01-04,3.02234,0.06768165,0.08375024,0.20165436,0.23460948,2.2447536,1.288149
2010-01-05,5.4660754,0.11172313,0.20147458,0.5500474,0.40208122,3.87893,2.2497091
2010-01-06,4.5260153,0.08800399,0.19654986,0.5645843,0.3331903,3.0699544,1.7762913
2010-01-07,3.5333142,0.08303604,0.0994235,0.23662096,0.2590356,2.6366968,1.519047
2010-01-08,2.498294,0.03651209,0.027292274,0.047792602,0.22765584,2.0097754,1.1489668
2010-01-09,1.9488639,0.013058739,0.0051942267,0.0013870127,0.17934634,1.652423,0.9376968
2010-01-10,2.6131208,0.028295768,0.012649178,0.007818788,0.22738256,2.188154,1.2562634
2010-01-11,2.497813,0.058574308,0.064562954,0.15050513,0.18873048,1.7852155,1.0191647
2010-01-12,2.8150885,0.038745183,0.024598302,0.038107976,0.22586107,2.2212005,1.2715263
2010-01-13,4.723372,0.051766302,0.08112827,0.21743675,0.4497982,3.6059754,2.087154
2010-01-14,9.069573,0.24822135,0.3538245,0.9094901,0.7209834,6.263177,3.648909
2010-01-15,9.244011,0.8074252,0.7670894,1.6279943,0.5520741,4.4722867,2.6004267
2010-01-16,7.234942,2.0105598,0.9937854,0.87645394,0.23866688,1.4984578,0.8542677
2010-01-17,4.3892045,0.9343845,0.562091,0.7444104,0.15027195,1.1501017,0.64802915
2010-01-18,5.646952,0.5310266,0.49255645,1.0180554,0.33362025,2.7055368,1.5572803
2010-01-19,7.264412,1.1887124,0.81435,1.2811986,0.32325548,2.6770666,1.5374184
2010-01-20,4.3204937,0.89988244,0.4681539,0.45665744,0.18401264,1.582926,0.8959065
2010-01-21,5.034423,0.7875905,0.61026114,1.1082342,0.20532924,1.3594112,0.7740893
2010-01-22,6.4305325,0.8655222,0.63141733,1.0823876,0.36891517,2.4634519,1.4214177
2010-01-23,10.9011545,1.8688568,1.253045,1.9178125,0.49053124,3.5902376,2.0835397
2010-01-24,12.883263,2.1715362,1.5841796,2.6662219,0.56905067,3.7837179,2.2043917
2010-01-25,4.8632293,0.5683573,0.34756213,0.47086334,0.2795384,2.6276407,1.5065155
2010-01-26,15.675248,1.715735,1.178396,1.8469886,1.1639117,7.811933,4.5613575
2010-01-27,3.8753753,0.34350953,0.2904895,0.56043154,0.29130664,1.9423323,1.1116247
2010-01-28,1.545424,0.025745973,0.027377304,0.061093308,0.12799734,1.2169787,0.6831173
2010-01-29,8.192184,1.3709455,0.83493817,1.1699415,0.44243768,3.1493974,1.8199645
2010-01-30,8.883117,0.92372143,0.6737432,1.1321429,0.5252359,4.7303634,2.730745
