,concpm25,concso4,concnh4,concno3pm25,concCecpm25,concoaf,concCocpm25
2010-01-01,4.522246,0.8840976,0.5434288,0.7578647,0.29583916,1.2562485,0.70531625
2010-01-02,3.0450857,0.4421595,0.34162402,0.6167574,0.21788286,0.9937089,0.55284834
2010-01-03,5.0454855,0.6785637,0.54222214,1.0165547,0.3263687,1.7248956,0.9933454
2010-01-04,2.4118135,0.31021276,0.18074262,0.22748521,0.21842584,1.1259611,0.63205713
2010-01-05,1.3531586,0.19971645,0.09054446,0.055836625,0.22151163,0.6182961,0.32994476
2010-01-06,2.634838,0.15068649,0.21661781,0.55171573,0.27692553,1.171751,0.6580503
2010-01-07,8.286619,1.4482448,0.92374057,1.3130049,0.8482971,2.3638248,1.3631389
2010-01-08,3.2720175,0.66745776,0.33519194,0.325938,0.34753597,1.0467952,0.5833649
2010-01-09,4.052297,0.3968281,0.38669598,0.8270874,0.35014197,1.6447189,0.9363692
2010-01-10,8.838633,2.0054798,0.7646643,0.39276436,0.7136658,3.0083423,1.7375185
2010-01-11,16.734907,2.6443174,1.8449519,3.0777333,1.1693262,5.297039,3.0684445
2010-01-12,15.788138,2.4483836,2.0106933,3.830279,0.9189281,4.125645,2.377003
2010-01-13,22.834406,5.6783323,2.6914144,3.7543294,1.0774795,5.0924664,2.9358454
2010-01-14,32.45183,11.385341,3.737124,3.0401907,1.0640454,5.254962,3.0260313
2010-01-15,27.393284,9.298033,3.5388513,1.7819537,0.8727557,4.8440084,2.7836635
2010-01-16,16.72868,4.4395514,2.1663342,1.7586033,0.7401341,4.009918,2.3013382
2010-01-17,11.467551,2.226382,1.1788801,1.20383,0.788975,4.0488386,2.3300688
2010-01-18,6.74235,0.816277,0.88720185,2.0375953,0.33966637,1.6536897,0.94612503
2010-01-19,9.849673,0.9679042,1.2479647,3.1350768,0.5564921,2.7116451,1.5743428
2010-01-20,9.250852,0.8950974,0.9917416,2.3704016,0.6233936,3.2341423,1.8757118
2010-01-21,13.118793,2.059464,1.6379175,3.0457509,0.7995097,3.505927,2.0352578
2010-01-22,12.827143,3.0140767,1.7022638,1.9753627,0.62435967,2.7600489,1.5884124
2010-01-23,18.693995,4.766456,2.4670794,2.3496206,0.86534315,3.8564754,2.2390141
2010-01-24,18.617615,3.7990777,2.4928386,3.6899986,0.87899065,4.4454627,2.5739057
2010-01-25,27.50399,8.533548,3.6887612,3.1554196,0.8735623,4.694614,2.727194
2010-01-26,19.571024,4.026934,2.7496276,4.2912974,0.771981,4.146534,2.4122486
2010-01-27,22.603584,3.287909,3.0289824,6.2218723,1.073314,5.3115344,3.1041143
2010-01-28,10.8088455,1.3799725,1.0176907,1.730459,0.80601263,4.333103,2.5096784
2010-01-29,3.2167318,0.46677047,0.23772043,0.24003673,0.26505324,1.5355593,0.8636022
2010-01-30,1.9610776,0.3035578,0.1878697,0.2648851,0.17888552,0.75532955,0.40897062
2010-01-31,7.259461,0.954722,1.004686,2.236767,0.35947776,1.7413882,1.0006837
2010-02-01,9.034998,0.87729615,1.0675836,2.5543444,0.5932625,2.8535628,1.657716
2010-02-02,14.283078,0.91021717,2.0347486,5.8389,0.7646567,3.3260465,1.940456
2010-02-03,4.6421614,0.9472684,0.4911029,0.5320061,0.2765606,1.2627673,0.7182833
2010-02-04,5.396594,1.4440224,0.5276056,0.18865249,0.3623537,1.617043,0.92179507
2010-02-05,3.9869268,0.35865608,0.3182171,0.6510062,0.51720095,1.6768664,0.9503146
2010-02-06,3.1206982,0.8801878,0.34320804,0.20673509,0.21530335,0.842723,0.46000335
2010-02-07,17.464367,4.1079807,2.5265388,3.431801,0.6742414,3.030414,1.7535394
2010-02-08,17.314806,4.3438873,2.312677,2.4113114,0.79034716,3.6338935,2.101815
2010-02-09,17.516226,4.1962557,2.193859,2.2464528,0.88998276,4.403611,2.5428562
2010-02-10,6.1071663,2.0535867,0.73462296,0.26049942,0.26186368,1.3055536,0.7300223
2010-02-11,3.414242,0.6718537,0.38658607,0.46377522,0.25293252,1.0781608,0.59795624
2010-02-12,6.535385,1.2406199,0.9311103,1.6059263,0.31207967,1.4307739,0.80083346
2010-02-13,13.584963,2.6561935,1.5911229,2.053191,0.8142212,4.1534367,2.3832855
2010-02-14,21.28718,3.0839963,2.9805262,6.289479,0.987542,5.0575013,2.8995695
2010-02-15,15.199758,3.4016237,2.0341878,2.6203272,0.7280024,3.5595164,2.0367303
2010-02-16,11.464596,2.2036867,1.3588936,1.8400365,0.6136862,3.4752185,1.9785228
2010-02-17,8.151444,2.1676836,0.8871535,0.33863187,0.47738296,2.5161128,1.4314967
2010-02-18,6.0496354,1.5648817,0.50945795,0.10668711,0.6227996,2.005194,1.1377075
2010-02-19,2.2884493,0.23097576,0.14913449,0.21749966,0.3117566,1.112714,0.61554223
2010-02-20,0.8883397,0.047716662,0.026257128,0.029073415,0.09700552,0.62366945,0.33263543
2010-02-21,3.4773595,0.44908607,0.2808335,0.39204517,0.27803206,1.5835866,0.88699853
2010-02-22,2.9731216,0.7666294,0.21174192,0.028556453,0.26386687,1.0947126,0.6093861
2010-02-23,5.5965242,1.5084203,0.41315418,0.07744537,0.53884685,1.974044,1.1259494
2010-02-24,4.8537273,0.5347767,0.46224633,0.953531,0.3279908,1.966928,1.112078
2010-02-25,8.75679,1.9899502,0.90393347,0.97150236,0.53910387,2.5283325,1.4357598
2010-02-26,1.1653728,0.06918529,0.03534468,0.03586174,0.12219282,0.796559,0.4314899
2010-02-27,2.441764,0.36469322,0.13838004,0.012307832,0.20420374,1.2673641,0.7047324
2010-02-28,4.5901704,0.79538023,0.26419666,0.1256755,0.1679189,1.0165519,0.5562425
2010-03-01,10.726308,1.959961,0.94839925,1.0797362,0.57147026,2.8453474,1.6118517
2010-03-02,5.984291,0.73134285,0.63902736,1.2713264,0.35114378,2.061547,1.1708332
2010-03-03,6.9978456,1.3414187,0.90194166,1.3939719,0.36429772,1.8166963,1.020344
2010-03-04,6.4067287,0.8982811,0.944148,2.1322117,0.24509476,1.2727689,0.70625454
2010-03-05,6.2686205,1.0590864,0.8647293,1.6282798,0.27612114,1.3928936,0.78741616
2010-03-06,6.295748,0.70358557,0.7102489,1.5422484,0.38168892,2.149728,1.2278831
2010-03-07,8.949355,1.6210579,1.2571026,2.243868,0.36009732,1.9957685,1.1278173
2010-03-08,7.406414,1.7446072,0.9635752,1.0740838,0.29165757,1.8308171,1.0233297
2010-03-09,6.7500043,1.4135588,0.8349583,1.0537701,0.28583792,1.9531057,1.094019
2010-03-10,1.1096992,0.12552881,0.05945902,0.042686623,0.124858275,0.6393532,0.3385639
2010-03-11,4.9075923,0.73972064,0.58151,1.0495957,0.28334957,1.5638068,0.8717189
2010-03-12,6.71751,0.6508669,0.60459644,1.2427491,0.49412093,2.8767738,1.6316099
2010-03-13,9.155774,0.80869395,1.2424048,3.2450287,0.41569924,2.5010393,1.391617
2010-03-14,13.29708,1.5188314,1.7496763,4.0871997,0.6301693,3.6255815,2.051584
2010-03-15,12.333184,1.5737936,1.4819784,3.1061141,0.67879164,3.7350643,2.1168764
2010-03-16,18.668676,2.6719432,2.6714015,5.795083,0.76613516,4.185421,2.3494947
2010-03-17,18.848984,2.7797947,2.6600058,5.6490617,0.7693478,4.2518044,2.3594606
2010-03-18,16.185976,3.742846,2.0702136,2.6473727,0.71866953,3.44894,1.9408363
2010-03-19,12.282179,3.4215984,1.5274715,1.1835419,0.42549095,2.522321,1.3772663
2010-03-20,9.732745,2.616041,0.92089176,0.56695485,0.34793258,2.4725401,1.3180019
2010-03-21,8.8795805,3.040751,0.58988684,0.38787645,0.2447544,1.6563628,0.8782649
2010-03-22,2.0676095,0.13577081,0.081166,0.10515183,0.32190803,1.245146,0.6919041
2010-03-23,6.0710087,1.1174951,0.73333174,1.13164,0.30231908,1.799052,1.0000423
2010-03-24,14.254431,3.4742658,1.9885094,2.384787,0.46962696,3.055487,1.7104417
2010-03-25,9.44191,3.7502904,0.5538471,0.10103656,0.19768031,1.5596111,0.83496094
2010-03-26,6.420018,1.5475644,0.41035435,0.21773334,0.14986122,1.1605494,0.61232275
2010-03-27,4.129418,0.7590693,0.2984447,0.14937702,0.27217567,1.7408357,0.9750296
2010-03-28,4.370265,0.5240168,0.25991964,0.2552423,0.34871587,2.2991312,1.285458
2010-03-29,6.2003317,1.0314755,0.6125779,0.9600022,0.29317585,1.7750099,0.9761542
2010-03-30,3.3633645,0.7165511,0.2610497,0.15136507,0.12595798,0.93717945,0.5044279
2010-03-31,1.8686521,0.29979852,0.10707588,0.0081545375,0.19899863,0.979401,0.54059947
2010-04-01,2.1436555,0.44805187,0.17666078,0.054219272,0.14192864,0.80834246,0.43815774
2010-04-02,3.6582336,0.41226268,0.21382311,0.20533872,0.32943773,2.0029013,1.1299982
2010-04-03,6.210443,1.321001,0.6119332,0.44012973,0.38977507,2.1455076,1.1928875
2010-04-04,3.238945,0.6358705,0.25561863,0.13129377,0.19839872,1.2772646,0.68583673
2010-04-05,2.7252057,0.43166918,0.29174206,0.45072618,0.14653079,0.9863983,0.5392975
2010-04-06,5.053792,0.8754893,0.58282846,0.89038146,0.2616571,1.5789376,0.8812805
2010-04-07,10.13676,1.976338,1.4316945,2.4151897,0.36889836,2.1386364,1.1935803
2010-04-08,7.932486,1.6924156,0.90333,0.94466436,0.32107523,2.5553598,1.4086598
2010-04-09,9.864714,1.8332366,1.110381,1.4838654,0.4283715,3.2123985,1.7514151
2010-04-10,8.557136,1.5731019,1.2013756,2.1480074,0.30791685,1.8837878,1.0443135
2010-04-11,4.7108297,0.8859822,0.6178615,0.9871811,0.18479379,1.2738464,0.6953721
2010-04-12,3.5508125,0.5915336,0.44448283,0.7684611,0.18753485,1.0434501,0.5664263
2010-04-13,3.265119,0.2144572,0.26657844,0.6414689,0.2771579,1.5858184,0.8811102
2010-04-14,4.7339087,1.0996412,0.4612714,0.39277226,0.2812148,1.6469306,0.9097019
2010-04-15,2.2373157,0.15759124,0.10886496,0.17253281,0.1773595,1.3882337,0.76708406
2010-04-16,7.099437,1.0825299,0.7096825,1.0531594,0.37329036,2.7565804,1.4997232
2010-04-17,6.891246,1.519466,0.8468775,1.0188317,0.26835546,1.6589395,0.927085
2010-04-18,7.034509,2.0913851,0.8077389,0.14324108,0.2549212,2.1349869,1.1746783
2010-04-19,4.925575,1.0066692,0.4369305,0.22894624,0.24572632,1.9698244,1.0666955
2010-04-20,9.659419,1.2526244,1.1385965,2.3489535,0.4141926,3.1319559,1.6992519
2010-04-21,12.068473,2.1638148,1.5033879,2.4737828,0.46375412,3.428341,1.8124064
2010-04-22,11.277116,2.1001275,1.6508487,3.0127351,0.35727623,2.3125055,1.2675569
2010-04-23,6.0478644,1.3663877,0.59936154,0.597256,0.26482585,2.0588684,1.1143719
2010-04-24,10.621369,2.2706761,1.262966,1.4389576,0.41705057,3.2605803,1.7848399
2010-04-25,15.407834,3.8019826,2.077054,2.314232,0.41546333,3.685398,1.9866563
2010-04-26,13.3473,3.8111646,1.7140114,1.0364647,0.36783615,3.3564782,1.820407
2010-04-27,9.038238,1.8011035,0.9621189,1.0091456,0.34436762,3.2796242,1.7576185
2010-04-28,7.225641,1.5227172,0.908608,1.2036122,0.2664922,1.9199033,1.0446973
2010-04-29,7.7930927,1.8591012,0.8446099,0.5586406,0.32826698,2.5425463,1.3754697
2010-04-30,9.008374,2.45035,1.0487366,0.52142644,0.34179583,2.5379498,1.3463897
2010-05-01,11.189033,3.0265162,1.384947,1.0294421,0.24966112,2.9779258,1.5163888
2010-05-02,8.538999,2.911868,0.9537561,0.22523801,0.16772307,1.981701,1.0135905
2010-05-03,9.010044,3.2513182,0.9483051,0.19778657,0.1725966,1.8136576,0.9424548
2010-05-04,3.2668867,0.678641,0.26493046,0.067020774,0.16900037,1.4037383,0.76787174
2010-05-05,3.4423513,0.64386797,0.25144982,0.058010127,0.13102022,0.96167266,0.51222557
