,concpm25,concso4,concnh4,concno3pm25,concCecpm25,concoaf,concCocpm25
2010-01-01,15.898967,3.0105202,2.8908904,6.2025113,0.31878114,0.97878647,0.5594539
2010-01-02,15.409789,0.98246783,2.8003786,8.50299,0.4195881,1.1519493,0.6751536
2010-01-03,15.129847,2.4835024,2.593045,5.7912474,0.5425407,1.3493762,0.79623705
2010-01-04,18.043333,2.6791713,3.1244185,7.317812,0.6356208,1.3617988,0.81024957
2010-01-05,23.018991,2.2904694,3.637864,9.595527,1.2088125,2.3615594,1.4233404
2010-01-06,19.02291,1.8260866,3.27886,8.956487,0.76159585,1.8089135,1.0665514
2010-01-07,18.833815,1.3959922,2.912353,8.233539,1.1456058,2.5600278,1.5204685
2010-01-08,14.634233,2.0498776,2.4849346,5.9222293,0.4789844,1.2300084,0.7178025
2010-01-09,5.647235,1.2972312,0.8615868,1.2938392,0.2435915,0.800897,0.44888338
2010-01-10,9.79304,1.5084586,1.4875671,3.1804407,0.5544366,1.6188021,0.93453217
2010-01-11,15.451122,1.8389474,2.6346247,6.7092056,0.6387685,1.7445903,1.014928
2010-01-12,12.931661,1.4254953,2.1398027,5.53859,0.6181833,1.6595765,0.9545002
2010-01-13,5.7784014,0.5787361,0.7937561,2.0379372,0.38860258,1.0380487,0.5920227
2010-01-14,20.109465,2.0728314,2.970792,7.5838428,1.2380915,2.6648877,1.5847476
2010-01-15,28.631596,3.4734282,4.5335155,11.144853,1.3865983,3.1989245,1.8866403
2010-01-16,10.661629,0.89553404,1.6158729,4.4162126,0.58945465,1.561054,0.90395224
2010-01-17,6.635104,0.797887,0.7759135,1.695004,0.32432535,0.97258025,0.5606094
2010-01-18,10.243965,1.4419683,1.307509,2.8363147,0.6662777,1.6407564,0.96610177
2010-01-19,31.616137,10.144138,5.115086,5.0763974,0.89802325,1.9651233,1.1778882
2010-01-20,10.604414,1.2160275,1.6005304,3.9799492,0.644566,1.6179973,0.9420636
2010-01-21,7.6352825,0.91257524,1.007712,2.4072409,0.53507155,1.402856,0.8162204
2010-01-22,19.760462,4.012108,3.0470142,5.425225,1.048467,2.2036288,1.3069491
2010-01-23,20.964804,1.2640444,3.2217193,9.503563,1.2952121,3.2028391,1.8895005
2010-01-24,7.1551585,0.70933133,1.1102562,2.9205005,0.48557773,1.1837547,0.67354953
2010-01-25,19.607052,3.429726,3.392137,7.3029966,0.67968154,1.6650583,0.9749107
2010-01-26,21.48588,4.624847,3.4985182,6.095301,0.73581177,2.2596262,1.3277422
2010-01-27,15.397752,2.1525176,2.4928427,5.836141,0.6180135,1.9596767,1.1448557
2010-01-28,8.594019,1.8913499,1.3304143,2.2475882,0.35770896,0.931757,0.5333982
2010-01-29,3.1478653,0.2999416,0.4364211,1.1317104,0.17943998,0.62402815,0.34099108
2010-01-30,11.187862,0.9561076,1.8398948,5.1224675,0.5266546,1.3408602,0.7906576
2010-01-31,14.55742,0.92170477,2.580884,7.7526355,0.5339747,1.3928556,0.8238267
