,concpm25,concso4,concnh4,concno3pm25,concCecpm25,concoaf,concCocpm25
2010-01-01,9.292498,2.2497945,1.608889,2.6880836,0.1562351,0.88897413,0.49523097
2010-01-02,6.75356,1.5948195,1.0898186,1.7044615,0.17660703,0.9550846,0.53398854
2010-01-03,14.379167,4.4005327,2.3767617,2.5254042,0.31519058,1.3766266,0.7835813
2010-01-04,15.368612,4.6232224,2.4463744,2.5623908,0.43922034,1.4623216,0.8414706
2010-01-05,26.101421,5.8861914,4.1075354,6.5661807,0.9335876,2.8620074,1.6809639
2010-01-06,11.159214,2.9209092,1.7130471,2.1353774,0.2683499,1.4031265,0.81502914
2010-01-07,17.485458,4.7413545,2.888862,3.8305914,0.5054619,1.6347001,0.9423356
2010-01-08,27.497787,7.435971,4.5682206,6.1384435,0.7445587,2.3616097,1.3738698
2010-01-09,5.058004,1.1276573,0.7982561,1.2982734,0.12089307,0.7960834,0.43886185
2010-01-10,4.707237,1.1962887,0.7007629,0.8810547,0.09590844,0.66113687,0.36047247
2010-01-11,4.2829294,1.0341563,0.6330081,0.8553172,0.11758682,0.7317218,0.4014673
2010-01-12,10.947721,1.4302937,1.6314764,3.7777956,0.45007324,1.892634,1.1039585
2010-01-13,16.807758,1.8375337,2.3747544,5.809872,0.74761593,3.0366466,1.7986505
2010-01-14,15.740031,2.8711495,2.176434,3.8154325,0.5094729,2.080711,1.2432128
2010-01-15,16.58752,4.6143928,2.51236,2.7290154,0.40048853,1.6586543,0.98089665
2010-01-16,12.823851,3.4878542,2.0044408,2.419892,0.28383148,1.3046011,0.76487714
2010-01-17,10.721876,3.65218,1.6383132,1.2627048,0.17688437,1.1846663,0.7108758
2010-01-18,13.537244,5.2323856,1.9446293,0.65897125,0.22868556,1.2992399,0.78336096
2010-01-19,14.021617,4.111876,2.195487,2.2736363,0.23141347,1.2984613,0.76740533
2010-01-20,8.164069,1.603032,1.2469299,2.235761,0.20185532,1.165459,0.6744079
2010-01-21,12.532598,2.7565355,2.0197754,3.4146228,0.25882813,1.4997035,0.86858654
2010-01-22,17.722761,4.2114987,2.7167518,3.92779,0.34958604,1.9794637,1.1537013
2010-01-23,21.054138,4.2231417,3.0101745,4.9232864,0.60696065,3.3681614,1.9688828
2010-01-24,21.08308,6.197972,3.0547855,2.5314124,0.6740767,3.2009916,1.8614668
2010-01-25,25.017025,6.6337347,3.5329583,3.6295133,0.8563965,3.6943145,2.1615567
2010-01-26,12.867544,3.156971,2.000435,2.8328805,0.37181854,1.8736674,1.0740653
2010-01-27,14.68427,4.1090226,2.330808,2.83468,0.41053542,1.5810689,0.9007585
2010-01-28,3.565336,0.76916987,0.53062475,0.8411,0.13332456,0.6342649,0.3423126
2010-01-29,10.483152,1.5250069,1.7174473,3.9615161,0.38522425,1.2538139,0.71532696
2010-01-30,7.319932,1.6758769,1.1727083,1.8800043,0.22484492,0.9704799,0.542651
2010-01-31,9.77974,2.4796255,1.5145439,2.0211098,0.33293262,1.3404326,0.75947344
2010-02-01,32.297474,8.5777445,5.3918366,7.547859,0.8202679,2.2860966,1.3459318
2010-02-02,16.285402,3.3265035,2.7958064,5.36332,0.46346366,1.3693508,0.78890705
2010-02-03,10.474516,1.8120068,1.6620276,3.402827,0.37633422,1.3085659,0.7452821
2010-02-04,16.05418,3.0183396,2.6812303,5.3730607,0.45639414,1.537874,0.8824744
2010-02-05,15.564031,3.786318,2.518889,3.900826,0.32709688,1.4407729,0.83129114
2010-02-06,14.012879,3.444193,2.0311732,2.6344414,0.26126477,1.4836608,0.89295477
2010-02-07,17.353445,1.7413592,2.187629,5.301532,0.7102499,3.0421453,1.8265758
2010-02-08,26.014015,5.9513497,4.167354,6.696121,0.59227365,2.799283,1.6703362
2010-02-09,23.502085,7.849424,3.8450449,3.1554694,0.38541886,2.2026134,1.3000162
2010-02-10,17.346304,5.5892987,2.7748373,2.36751,0.282569,1.6382674,0.9517768
2010-02-11,6.25969,2.0823858,0.97469294,0.68381065,0.11007535,0.760921,0.42185873
2010-02-12,6.0096173,1.8592807,0.9158675,0.76445556,0.12870036,0.75419605,0.41700485
2010-02-13,10.292082,2.8499067,1.6501347,2.034808,0.21997774,1.1078582,0.6341905
2010-02-14,7.6131716,1.8750411,1.2382859,1.8601555,0.16497265,1.0454057,0.5850746
2010-02-15,11.347059,2.3860304,1.7383598,2.9169145,0.40573564,1.8228838,1.0420684
2010-02-16,14.415339,3.524364,2.3368595,3.5026782,0.38617784,1.6055223,0.91188586
2010-02-17,16.647438,4.802879,2.7071605,3.226651,0.37272245,1.8502213,1.0560123
2010-02-18,21.14729,4.221212,3.2883866,5.891561,0.6573868,3.144562,1.8179234
2010-02-19,22.62374,3.2770126,3.708292,8.552041,0.71955526,2.6791632,1.5241319
2010-02-20,9.645629,1.8093715,1.58196,3.2252052,0.28701913,1.0979286,0.6116408
2010-02-21,11.2496605,1.657275,1.8675566,4.3341975,0.33691165,1.3563889,0.76384866
2010-02-22,13.199635,1.5909008,2.1698053,5.4386034,0.42689535,1.7491806,0.99094886
2010-02-23,8.894374,1.6594048,1.3945894,2.6842756,0.2895371,1.2465905,0.7045141
2010-02-24,3.8735087,0.59244263,0.57227427,1.2145004,0.12176717,0.82363504,0.4476538
2010-02-25,24.634075,5.758195,3.8120084,5.750245,0.6269552,3.1691859,1.851003
2010-02-26,14.300134,3.340153,2.2292209,3.400975,0.40720212,1.9164879,1.0974239
2010-02-27,14.166417,1.4869599,2.3582728,6.2846794,0.4741549,1.5741408,0.8961774
2010-02-28,10.080622,1.548182,1.4673771,3.1944184,0.35336515,1.5161583,0.8585321
2010-03-01,3.5309238,0.7041054,0.47414628,0.74691033,0.121708184,0.772,0.4195754
2010-03-02,3.9342275,0.5794847,0.50138044,0.9963925,0.15965326,0.8601039,0.47891396
2010-03-03,6.583261,0.99132025,1.0032326,2.2064602,0.22428745,1.018125,0.5781608
2010-03-04,2.8980365,0.49545962,0.33650127,0.5226728,0.1387688,0.78569746,0.43700874
2010-03-05,3.2022176,0.49885938,0.412484,0.7811204,0.13722295,0.8123981,0.44918865
2010-03-06,5.0974994,0.91225654,0.70989674,1.2779889,0.15458535,1.1305416,0.62589973
2010-03-07,5.357346,0.9249029,0.73399836,1.3421702,0.21265988,1.1720431,0.65783
2010-03-08,5.066517,0.9141899,0.6351163,1.014977,0.24600305,1.2596916,0.7077432
2010-03-09,8.457888,1.797414,1.2874506,2.1449168,0.28805095,1.2485282,0.71193707
2010-03-10,7.635536,1.172806,1.1113652,2.3234854,0.33286613,1.3542969,0.77272385
2010-03-11,9.258992,1.4345647,1.3168586,2.7003007,0.34901318,1.8954004,1.0753075
2010-03-12,14.882459,3.7329862,2.4627295,3.7264779,0.3712091,1.4196935,0.80673826
2010-03-13,9.453002,2.1544774,1.5564878,2.63884,0.23691612,1.0387493,0.58441997
2010-03-14,3.9768438,0.60180587,0.5253712,1.0480446,0.17105632,0.88563734,0.5004191
2010-03-15,6.0298443,0.8339859,0.8843078,1.9724151,0.31750718,1.0286936,0.5886459
2010-03-16,3.9972754,0.35178605,0.53136855,1.3794973,0.170591,0.8900247,0.49996692
2010-03-17,8.8188925,1.9378115,1.4076445,2.5290618,0.23285437,0.9061663,0.51523954
2010-03-18,20.753252,2.6004634,3.6027992,9.315006,0.46331874,1.7181851,0.9839244
2010-03-19,21.246305,1.9144136,3.4818876,9.648327,0.6109713,2.769382,1.5552922
2010-03-20,9.446364,1.4116408,1.4978807,3.4110456,0.24975865,1.3007529,0.7132638
2010-03-21,3.8942108,0.73071694,0.5409646,0.97457576,0.11114725,0.6924437,0.3736237
2010-03-22,7.0664015,1.3159329,1.0856174,2.0826933,0.21500583,1.0374571,0.5814486
2010-03-23,10.621547,2.0258565,1.6629343,3.24071,0.24363886,1.0532116,0.5934761
2010-03-24,6.60229,0.7346219,0.8989327,2.2529888,0.22733058,1.1228596,0.63338447
2010-03-25,7.3409257,0.9581324,0.7779026,1.4992695,0.31745064,2.4770658,1.4172099
2010-03-26,14.4691725,4.225985,1.9466168,1.3355666,0.34020624,2.9252129,1.6261314
2010-03-27,6.013945,1.1807959,0.94080555,1.7423275,0.13313933,0.891356,0.4824404
2010-03-28,7.629263,1.448203,1.1924545,2.2807417,0.24148776,1.1545002,0.6463419
2010-03-29,9.325981,1.3028916,1.5113505,3.5330288,0.29360852,1.375372,0.7672196
2010-03-30,9.671061,2.231337,1.3817527,1.8940659,0.27644783,1.879766,1.0445317
2010-03-31,10.8391,3.082538,1.3814503,0.8690691,0.2490561,2.2587495,1.2557228
2010-04-01,4.8215094,0.7461626,0.6965833,1.4459306,0.17107314,0.9694912,0.5383665
2010-04-02,6.151119,0.76441884,0.84808093,1.9645594,0.19711,1.4901322,0.8370257
2010-04-03,13.670585,0.8571808,1.3883522,3.7195134,0.52608734,5.895676,3.3978226
2010-04-04,8.051998,1.9701656,1.1366405,1.393394,0.24018756,1.5400208,0.84965074
2010-04-05,9.426181,1.6927966,1.4215887,2.8083177,0.23049802,1.7010733,0.94700646
2010-04-06,6.422562,1.2914647,0.94950503,1.6571854,0.14420362,1.2874833,0.6908001
2010-04-07,5.785485,0.89005834,0.7303613,1.3853186,0.18879141,1.7303602,0.94863164
2010-04-08,4.7571106,0.51496553,0.51506376,1.1164409,0.2240425,1.6356508,0.8964028
2010-04-09,8.153979,2.059048,1.2236546,1.75982,0.1472124,1.0345356,0.55900365
2010-04-10,5.3811874,1.1035904,0.74209106,1.2868558,0.10864764,1.1186526,0.6035704
2010-04-11,5.790807,0.9199187,0.5569986,0.7690243,0.2102624,2.2190175,1.2356205
2010-04-12,15.742172,1.51137,1.1823423,2.2242599,0.5734958,8.005218,4.5739093
2010-04-13,16.979376,1.4089098,1.2852699,2.6457062,0.74380106,8.748326,5.0021405
2010-04-14,8.650173,1.3078758,0.82669,1.2083495,0.29468375,3.4588578,1.9413798
2010-04-15,11.01276,1.2974963,0.9069569,1.4942374,0.3771645,5.3289537,3.0296354
2010-04-16,5.4313974,0.80376875,0.6506375,1.2761258,0.13969299,1.4995662,0.82994056
2010-04-17,5.755995,1.0623225,0.7725461,1.3714057,0.16092002,0.94429916,0.5268664
2010-04-18,6.996708,1.2817397,0.91019917,1.6098076,0.2176408,1.286516,0.7191442
2010-04-19,6.3145123,1.0586852,0.8301455,1.605343,0.15677425,1.2032758,0.672162
2010-04-20,5.1995783,0.6209032,0.62342846,1.3769995,0.199414,1.4639647,0.8305038
2010-04-21,6.1005383,0.83252084,0.9862547,2.348691,0.17481394,0.84222215,0.46795928
2010-04-22,4.1017623,0.41308746,0.5708879,1.4467912,0.13039838,0.93134785,0.51115274
2010-04-23,4.139368,0.7533165,0.5602678,0.9736137,0.15059346,0.8373876,0.464182
2010-04-24,2.861817,0.3571708,0.3180317,0.6568528,0.10487061,0.76781493,0.42029497
2010-04-25,2.596031,0.24419157,0.14306733,0.18151323,0.1668933,1.3911238,0.7781372
2010-04-26,1.9905833,0.26509628,0.103598565,0.02017349,0.0985428,1.1466973,0.6373065
2010-04-27,5.9612203,0.95887554,0.8956282,1.890034,0.13938034,1.0466752,0.5708295
2010-04-28,8.119284,1.0709227,1.1618446,2.7563705,0.22866254,1.1801813,0.6651372
2010-04-29,8.218564,1.5238461,1.1754998,2.134415,0.2170589,1.6250689,0.88869196
2010-04-30,10.837968,1.7176423,1.4676733,2.8811195,0.30735153,2.6624355,1.4231737
2010-05-01,11.632632,1.8451341,1.8625525,4.096187,0.23697253,1.710094,0.9339879
2010-05-02,6.288208,1.0317669,0.9458977,1.9547659,0.1335425,1.2539366,0.6689415
2010-05-03,5.8229547,1.1637642,0.8549297,1.4571201,0.10349097,1.2200911,0.642253
2010-05-04,1.9305359,0.36908743,0.22599041,0.31661606,0.05117553,0.6065771,0.32202998
2010-05-05,3.358753,0.6422215,0.45365492,0.7500568,0.0855215,0.8180187,0.44004104
2010-05-06,2.495152,0.2501224,0.1657232,0.2647088,0.064831115,0.80715585,0.4294192
2010-05-07,9.73267,0.97758335,0.4563248,0.46742192,0.13844483,1.8625772,0.9982565
2010-05-08,6.5930448,1.44986,0.9903975,1.5623455,0.12268939,1.2837216,0.6765831
2010-05-09,7.3969746,1.6448417,1.0889595,1.6555574,0.12484739,1.5443939,0.8021769
2010-05-10,6.1062994,1.2268904,0.72684234,0.9328969,0.13422959,1.8139474,0.9419622
2010-05-11,5.404278,0.99634814,0.64397806,0.93648416,0.101374045,1.8116455,0.9417024
2010-05-12,4.4812183,0.54475594,0.28110334,0.27054387,0.10686379,2.0985959,1.1089712
2010-05-13,3.4809437,0.4028671,0.24523447,0.32703784,0.10398499,1.640176,0.8889543
2010-05-14,2.8554325,0.54278207,0.2676862,0.22429608,0.0667439,1.0233166,0.5499123
2010-05-15,4.378683,0.7999771,0.5918989,1.0101005,0.09781024,1.2057805,0.6312769
2010-05-16,4.829777,0.84567654,0.53871495,0.7696776,0.08323297,1.8482723,0.95127666
2010-05-17,4.3102374,0.7140398,0.37715235,0.4212667,0.05970598,1.6269674,0.8477328
2010-05-18,2.8996832,0.5371388,0.25977424,0.21474129,0.05499358,0.9693596,0.51190144
2010-05-19,2.132279,0.29610622,0.16050443,0.1725489,0.07655441,1.0493839,0.56119466
2010-05-20,6.8533177,1.4841872,0.6812851,0.480332,0.11170868,2.2803242,1.2157141
2010-05-21,4.829839,0.5977283,0.2486136,0.13424574,0.09009693,3.0242748,1.5908314
2010-05-22,4.8920813,0.4122434,0.25076726,0.36229587,0.099745594,3.157601,1.6589764
2010-05-23,5.650123,0.8020995,0.51249427,0.82751197,0.11017002,2.05525,1.0589614
2010-05-24,3.7828755,0.5665074,0.52948475,1.1017339,0.13261755,0.8205408,0.4509746
2010-05-25,3.4435537,0.745125,0.4238595,0.5320981,0.07979508,0.6428694,0.34740633
2010-05-26,3.88424,0.40458274,0.45186543,1.0912935,0.10986993,0.8543596,0.47037998
2010-05-27,2.7834437,0.46357712,0.2374093,0.2449249,0.09482384,0.9222153,0.49853608
2010-05-28,2.90456,0.46055114,0.29252648,0.43242615,0.10945607,1.0536371,0.56965196
2010-05-29,4.63719,1.0102443,0.60791534,0.832824,0.12010882,0.964162,0.521925
2010-05-30,3.4110236,0.77477914,0.31053275,0.08853893,0.084208764,1.2188067,0.644124
2010-05-31,1.1517267,0.16709244,0.071161,0.0295823,0.043599434,0.68416274,0.36080888
2010-06-01,3.0639114,0.56094104,0.27994075,0.24136181,0.08206153,1.4220078,0.75906664
2010-06-02,8.970573,1.6955751,0.7027532,0.27982417,0.11949022,2.3409326,1.2443001
2010-06-03,8.701769,1.6392195,0.6344807,0.14313978,0.06869514,2.2129388,1.1463733
2010-06-04,1.546651,0.17432693,0.067012936,0.014338277,0.038796447,1.0008072,0.51833427
2010-06-05,3.3105776,0.5754735,0.2276244,0.05394181,0.10013925,1.7532713,0.92036104
2010-06-06,7.3933525,2.1661954,0.85250854,0.21284904,0.1542783,2.1419542,1.1365626
2010-06-07,7.510186,2.3263795,0.9405643,0.2734748,0.13152878,1.9738077,1.0251622
2010-06-08,4.210697,0.5902127,0.45910788,0.8339507,0.11753755,1.5937954,0.84692085
2010-06-09,9.936743,2.8118582,1.1065799,0.19917934,0.1549632,3.2806218,1.7056123
2010-06-10,18.173103,5.9604874,2.2152545,0.4160144,0.24315111,5.030605,2.630029
2010-06-11,11.902493,2.4965982,0.95050424,0.26675493,0.22483721,5.0572367,2.5876794
2010-06-12,3.0965486,0.55762154,0.2722433,0.22854577,0.10275302,1.3320982,0.6929141
2010-06-13,4.4041033,0.78416985,0.37867418,0.40345782,0.112942286,0.9796128,0.53521013
