,var,station_id,station_name,latitude,longitude,altitude,unit,freq,framework,matrix
0,wetoxs,DK0008R,Anholt,56.716667,11.516667,40.0,ug S m-2 d-1,monthly,EMEP HELCOM,
1,wetoxs,SE0012R,Aspvreten,58.8,17.383333,20.0,ug S m-2 d-1,monthly,EMEP HELCOM,
2,wetoxs,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug S m-2 d-1,daily,EMEP,
3,wetoxs,ES0011R,Barcarrota,38.47278,-6.92361,393.0,ug S m-2 d-1,daily,EMEP,
4,wetoxs,PT0001R,Braganca,41.816667,-6.766667,690.0,ug S m-2 d-1,daily,EMEP,
5,wetoxs,DE0005R,Brotjacklriegel,48.819444,13.219167,1016.0,ug S m-2 d-1,monthly,EMEP,
6,wetoxs,ES0010R,Cabo de Creus,42.31917,3.31583,76.0,ug S m-2 d-1,daily,EMEP,
7,wetoxs,ES0009R,Campisabalos,41.27417,-3.1425,1360.0,ug S m-2 d-1,daily,EMEP,
8,wetoxs,CH0004R,Chaumont,47.049722,6.979444,1137.0,ug S m-2 d-1,monthly,EMEP,
9,wetoxs,GB1055R,Chilbolton Observatory,51.149617,-1.438228,78.0,ug S m-2 d-1,daily,EMEP,
10,wetoxs,SK0002R,Chopok,48.933333,19.583333,2008.0,ug S m-2 d-1,daily,EMEP,
11,wetoxs,CZ0005R,Churanov,49.066667,13.6,1118.0,ug S m-2 d-1,monthly,EMEP,
12,wetoxs,TR0001R,Cubuk II,40.5,33.0,1169.0,ug S m-2 d-1,daily,EMEP,
13,wetoxs,RU0018R,Danki,54.9,37.8,150.0,ug S m-2 d-1,daily,EMEP,
14,wetoxs,NL0091R,De Zilk,52.3,4.5,4.0,ug S m-2 d-1,daily,EMEP,
15,wetoxs,DE0004R,Deuselbach,49.764722,7.051944,480.0,ug S m-2 d-1,monthly,EMEP,
16,wetoxs,PL0005R,Diabla Gora,54.15,22.066667,158.5,ug S m-2 d-1,daily,EMEP,
17,wetoxs,FR0008R,Donon,48.5,7.133333,775.0,ug S m-2 d-1,daily,EMEP,
18,wetoxs,ES0014R,Els Torms,41.39389,0.73472,470.0,ug S m-2 d-1,daily,EMEP,
19,wetoxs,GB0002R,Eskdalemuir,55.313056,-3.204167,243.0,ug S m-2 d-1,monthly,EMEP;EMEP CAMP,
20,wetoxs,HU0003R,Farkasfa,46.91,16.32,313.0,ug S m-2 d-1,daily,EMEP,
21,wetoxs,IE0007R,Glenveagh,55.051944,-7.94,44.0,ug S m-2 d-1,daily,EMEP,
22,wetoxs,SE0020R,Hallahus,56.0429,13.148,190.0,ug S m-2 d-1,monthly,EMEP HELCOM,
23,wetoxs,GB0036R,Harwell,51.573056,-1.316667,137.0,ug S m-2 d-1,daily,EMEP,
24,wetoxs,FI0092R,Hietajärvi,63.166667,30.716667,175.0,ug S m-2 d-1,monthly,EMEP,
25,wetoxs,NO0056R,Hurdal,60.372386,11.078142,300.0,ug S m-2 d-1,monthly,EMEP NILU,
