,var,station_id,station_name,latitude,longitude,altitude,unit,freq,framework,matrix
0,concCocpm25,NO0002R;NO0001R,Birkenes II,58.38853,8.252,223.0,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA;ACTRIS EMEP GAW-WDCA NILU;EMEP NILU;EMEP EUSAAR GAW-WDCA NILU,pm25
1,concCocpm25,PL0005R,Diabla Gora,54.15,22.066667,159.0,ug C m-3,monthly,EMEP,pm25
2,concCocpm25,NO0056R,Hurdal,60.372386,11.078142,304.0,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA;ACTRIS EMEP NILU GAW-WDCA,pm25
3,concCocpm25,SI0008R,Iskrba,45.566667,14.866667,525.0,ug C m-3,monthly,EMEP,pm25
4,concCocpm25,IT0004R,Ispra,45.8,8.633333,215.5,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA;EMEP EUSAAR GAW-WDCA;ACTRIS CAMPAIGN COLOSSAL EMEP GAW-WDCA,pm25
5,concCocpm25,CZ0003R,Kosetice (NOAK),49.573394,15.080278,539.0,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA;ACTRIS EMEP EUSAAR GAW-WDCA,pm25
6,concCocpm25,NO0039R,Kårvatn,62.783333,8.883333,210.0,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA;ACTRIS EMEP NILU GAW-WDCA,pm25
7,concCocpm25,DE0044R,Melpitz,51.5255,12.9277,90.0,ug C m-3,monthly,ACTRIS EMEP;ACTRIS EMEP GAW-WDCA,pm25
8,concCocpm25,ES1778R,Montseny,41.766667,2.35,704.0,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA;EMEP EUSAAR GAW-WDCA,pm25
9,concCocpm25,FI0022R,Oulanka,66.320278,29.401667,310.0,ug C m-3,monthly,EMEP,pm25
10,concCocpm25,FI0036R,Pallas (Matorova),68.0,24.237222222,344.0,ug C m-3,monthly,ACTRIS CAMPAIGN COLOSSAL EMEP GAW-WDCA,pm25
11,concCocpm25,CH0002R,Payerne,46.813056,6.944722,494.2,ug C m-3,monthly,EMEP;EMEP ACTRIS,pm25
12,concCocpm25,FR0020R,SIRTA Atmospheric Research Observatory,48.7086111111,2.15888888889,164.5,ug C m-3,monthly,ACTRIS EMEP GAW-WDCA,pm25
13,concCocpm25,FI0009R,Utö,59.779167,21.377222,7.0,ug C m-3,monthly,EMEP,pm25
14,concCocpm25,FI0017R,Virolahti III,60.526667,27.686111,4.0,ug C m-3,monthly,EMEP,pm25
15,concCocpm25,DE0002R,Waldhof,52.802222,10.759444,75.6,ug C m-3,monthly,EMEP,pm25
