,var,station_id,station_name,latitude,longitude,altitude,unit,freq,framework,matrix
0,concss,CY0002R,Agia Marina Xyliatou ; Cyprus Atmospheric Observatory,35.0381,33.0578,523.0,ug m-3,monthly,EMEP,pm10;pm25
1,concss,AM0001R,Amberd,40.38444444,44.260583333,2080.0,ug m-3,monthly,EMEP;CAMPAIGN EMEP,aerosol;pm10
2,concss,DK0008R,Anholt,56.716667,11.516667,43.0,ug m-3,monthly,CAMP EMEP;CAMP EMEP HELCOM,aerosol
3,concss,SE0012R,Aspvreten,58.8,17.383333,20.0,ug m-3,monthly,EMEP HELCOM;CAMPAIGN EMEP,aerosol;pm10
4,concss,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug m-3,monthly,EMEP;EMEP CAMP;CAMPAIGN EMEP,pm10
5,concss,GB0091R,Banchory,57.076667,-2.534444,120.0,ug m-3,monthly,CAMP EMEP,aerosol
6,concss,NO0002R;NO0001R,Birkenes II,58.38853,8.252,219.0,ug m-3,monthly,NILU EMEP;CAMP NILU EMEP_preliminary;CAMP EMEP NILU;NILU CAMP EMEP;CAMP EMEP GAW-WDCA NILU;CAMPAIGN EMEP NILU,aerosol;pm10
7,concss,SE0005R,Bredkälen,63.85,15.333333,404.0,ug m-3,monthly,AMAP EMEP,aerosol
8,concss,NL0011R,Cabauw Zijdeweg,51.970278,4.926389,1.0,ug m-3,monthly,CAMPAIGN EMEP,pm10
9,concss,ES0009R,Campisabalos,41.27417,-3.1425,1360.0,ug m-3,monthly,EMEP,pm25;pm10
10,concss,IE0008R,Carnsore Point,52.178074,-6.364524,13.0,ug m-3,monthly,EMEP,aerosol
11,concss,GB1055R,Chilbolton Observatory,51.149617,-1.438228,78.0,ug m-3,monthly,EMEP,pm10
12,concss,PL0005R,Diabla Gora,54.15,22.066667,159.0,ug m-3,monthly,EMEP,pm25
13,concss,ES0014R,Els Torms,41.39389,0.73472,470.0,ug m-3,monthly,EMEP,pm25;pm10
14,concss,GR0002R,Finokalia,35.3377990723,25.6693992615,150.0,ug m-3,monthly,CAMPAIGN EMEP;EMEP GAW-WDCA,pm10;aerosol
15,concss,SE0020R;SE0011R,Hallahus,56.0429,13.148,190.0,ug m-3,monthly,EMEP HELCOM;HELCOM EMEP_preliminary,aerosol
16,concss,GB0036R,Harwell,51.573056,-1.316667,137.0,ug m-3,monthly,CAMPAIGN EMEP;EMEP CAMP,pm10
17,concss,GB0014R,High Muffles,54.334444,-0.8075,267.0,ug m-3,monthly,CAMP EMEP,aerosol
18,concss,NO0056R,Hurdal,60.372386,11.078142,300.0,ug m-3,monthly,NILU EMEP_preliminary;EMEP NILU,aerosol
19,concss,FI0050R,Hyytiälä,61.85,24.283333,184.0,ug m-3,monthly,EMEP,aerosol
20,concss,AT0002R,Illmitz,47.7666664124,16.7666664124,117.0,ug m-3,monthly,EMEP,aerosol;pm10;pm25
21,concss,IS0002R,Irafoss,64.083333,-21.016667,66.0,ug m-3,monthly,EMEP;AMAP CAMP EMEP,aerosol
22,concss,SI0008R,Iskrba,45.566667,14.866667,525.0,ug m-3,monthly,EMEP,pm25;aerosol
23,concss,IT0004R,Ispra,45.8,8.633333,215.5,ug m-3,monthly,EMEP;CAMPAIGN EMEP,pm25;pm10
24,concss,HU0002R,K-puszta,46.966667,19.583333,125.0,ug m-3,monthly,CAMPAIGN EMEP,pm10
25,concss,NO0055R,Karasjok,69.466667,25.216667,333.0,ug m-3,monthly,AMAP EMEP NILU,aerosol
26,concss,DK0005R,Keldsnor,54.746495,10.73616,10.0,ug m-3,monthly,CAMP EMEP;EMEP HELCOM,aerosol
27,concss,CZ0003R,Kosetice (NOAK),49.573394,15.080278,535.0,ug m-3,monthly,EMEP,pm25;pm10;aerosol
28,concss,NO0039R,Kårvatn,62.783333,8.883333,210.0,ug m-3,monthly,CAMP NILU EMEP_preliminary;CAMP EMEP NILU,aerosol
29,concss,EE0009R,Lahemaa,59.5,25.9,32.0,ug m-3,monthly,EMEP,aerosol
