,0
2018-01-01,0.19424436409717535
2018-01-02,0.6195284810988154
2018-01-03,
2018-01-04,
2018-01-05,0.8767219040035161
2018-01-06,3.0501092537400942
2018-01-07,2.2372824613626197
2018-01-08,5.23165920242495
2018-01-09,4.550708353324036
2018-01-10,5.098584077452391
2018-01-11,2.8997236817925813
2018-01-12,4.567385060661416
2018-01-13,3.2376013013592133
2018-01-14,4.613961969853735
2018-01-15,1.2802325643924168
2018-01-16,1.4050868694292926
2018-01-17,1.0655815026159685
2018-01-18,2.7710328956467456
2018-01-19,3.127458829433795
2018-01-20,1.9609476426536936
2018-01-21,1.4374209550443762
2018-01-22,1.394089974464119
2018-01-23,
2018-01-24,
2018-01-25,
2018-01-26,3.0297077610256573
2018-01-27,2.9972863164061496
2018-01-28,1.3239930952464427
2018-01-29,1.4488487366932083
2018-01-30,4.906065932909633
2018-01-31,2.068824548127814
2018-02-01,0.814499766548357
2018-02-02,1.4970337690080375
2018-02-03,2.2298167833524594
2018-02-04,2.460751085259565
2018-02-05,2.8483090391338286
2018-02-06,3.325832067056511
2018-02-07,2.2032362236656513
2018-02-08,5.567544656868944
2018-02-09,2.2399117423162362
2018-02-10,1.8284615227560541
2018-02-11,2.0498725677830882
2018-02-12,3.495158998406987
2018-02-13,1.2223551138403181
2018-02-14,4.265176994784596
2018-02-15,3.2238575794748323
2018-02-16,3.2733907802523627
2018-02-17,3.6879256448520255
2018-02-18,2.942184307847276
2018-02-19,1.6394051721913632
2018-02-20,1.3206101896446962
2018-02-21,3.456491736657942
2018-02-22,6.037134052307685
2018-02-23,6.341089298272997
2018-02-24,7.858558181254822
2018-02-25,5.802700044584039
2018-02-26,4.559309909403802
2018-02-27,3.626374051823987
2018-02-28,3.890014594332014
2018-03-01,8.430818180920907
2018-03-02,8.616235346678902
2018-03-03,5.656348531397202
2018-03-04,3.001254328383286
2018-03-05,7.098371730417825
2018-03-06,5.426810918500448
2018-03-07,2.4216226917609167
2018-03-08,2.240883663993481
2018-03-09,5.269517021804497
2018-03-10,2.3789197534918562
2018-03-11,4.037594408882995
2018-03-12,1.8118325041505567
2018-03-13,3.126403768993885
2018-03-14,2.5629538053504914
2018-03-15,2.620429910911249
2018-03-16,3.3366588862787707
2018-03-17,2.8245401451820147
2018-03-18,2.9275501271841975
2018-03-19,
2018-03-20,
2018-03-21,1.7881811439317492
2018-03-22,1.4269341466332175
2018-03-23,1.8923500043211288
2018-03-24,3.1408560572371242
2018-03-25,2.9083202439195985
2018-03-26,2.6576122805971654
2018-03-27,1.4524765971845175
2018-03-28,1.1280978429102595
2018-03-29,2.493098323961466
2018-03-30,0.7476182191899854
2018-03-31,1.1040229814308733
2018-04-01,2.1373750604273978
2018-04-02,1.388841259787659
2018-04-03,1.5354235498613866
2018-04-04,1.1405979879902162
2018-04-05,2.069225963456519
2018-04-06,4.628173211955136
2018-04-07,1.1366771020460629
2018-04-08,1.133643732943961
2018-04-09,4.75767449553091
2018-04-10,6.668544046091127
2018-04-11,3.94942687647473
2018-04-12,4.138212850217354
2018-04-13,3.330703351444934
2018-04-14,5.889086353620288
2018-04-15,2.424289532866194
2018-04-16,1.343936973079409
2018-04-17,1.3218477567549547
2018-04-18,4.177184110047818
2018-04-19,2.228920615014801
2018-04-20,1.0398578630184545
2018-04-21,7.0680777800067105
2018-04-22,2.2224512657467277
2018-04-23,0.7024014235794342
2018-04-24,0.9918094258619127
2018-04-25,0.3012127921951715
2018-04-26,0.6962090628455192
2018-04-27,2.7482303667205272
2018-04-28,2.449799909580121
2018-04-29,1.8774218838194912
2018-04-30,1.0325615573775813
2018-05-01,0.6688599267969186
2018-05-02,0.4919338171219514
2018-05-03,0.6660259641179599
2018-05-04,2.1702795820536585
2018-05-05,1.4262062252670427
2018-05-06,1.9776697879273533
2018-05-07,2.9645405462074135
2018-05-08,1.2833614516330119
2018-05-09,1.0754575717071453
2018-05-10,0.7173571163272353
2018-05-11,1.6530765750343432
2018-05-12,1.3818655518457925
2018-05-13,0.6387783248836784
2018-05-14,0.5732551326730083
2018-05-15,0.8173811366097494
2018-05-16,2.369719556118485
2018-05-17,2.5316812512126816
2018-05-18,2.4497737440812117
2018-05-19,1.6944351552908719
2018-05-20,2.1257998516664283
2018-05-21,1.7526475523639604
2018-05-22,1.9322904426716938
2018-05-23,2.5512730905455316
2018-05-24,4.039694893544129
2018-05-25,2.509832285912053
2018-05-26,3.2218538912573043
2018-05-27,3.178143651617582
2018-05-28,1.7484833694823638
2018-05-29,2.7884792344063585
2018-05-30,2.7359959561967027
2018-05-31,5.673842910575512
2018-06-01,2.7015557589314727
2018-06-02,0.8452797481354546
2018-06-03,1.4028354407878887
2018-06-04,2.403711563708842
2018-06-05,2.523024550640589
2018-06-06,2.614291780283945
2018-06-07,3.526860891806477
2018-06-08,3.083296742576339
2018-06-09,3.20834496772207
2018-06-10,2.203669431482278
2018-06-11,2.3143798072738186
2018-06-12,1.886580371136804
2018-06-13,1.8115718338845364
2018-06-14,0.631310185065825
2018-06-15,0.7709605170372615
2018-06-16,0.7995652453467171
2018-06-17,0.6597055190466398
2018-06-18,0.7723771818586093
2018-06-19,0.8161795634434178
2018-06-20,0.8217821453914237
2018-06-21,0.7622379806937193
2018-06-22,1.237217961269407
2018-06-23,1.3928857988153691
2018-06-24,1.9503093275633638
2018-06-25,2.4124933241117454
2018-06-26,2.5280280692708152
2018-06-27,3.107854259038303
2018-06-28,2.759323834884633
2018-06-29,2.2757366712401663
2018-06-30,2.2477900896331264
2018-07-01,2.389781741395446
