time,pr
2000-01-15,46.7
2000-02-15,42.9
2000-03-15,46.8
2000-04-15,25.9
2000-05-15,32.8
2000-06-15,94.1
2000-07-15,30.9
2000-08-15,33.7
2000-09-15,57.6
2000-10-15,41.800000000000004
2000-11-15,28.700000000000003
2000-12-15,38.99999999999999
2001-01-15,18.4
2001-02-15,27.700000000000003
2001-03-15,31.099999999999998
2001-04-15,64.7
2001-05-15,37.0
2001-06-15,59.5
2001-07-15,61.5
2001-08-15,103.8
2001-09-15,124.1
2001-10-15,31.8
2001-11-15,46.5
2001-12-15,68.69999999999999
2002-01-15,42.1
2002-02-15,54.5
2002-03-15,45.1
2002-04-15,33.7
2002-05-15,50.5
2002-06-15,46.3
2002-07-15,131.1
2002-08-15,89.0
2002-09-15,24.599999999999998
2002-10-15,80.0
2002-11-15,59.900000000000006
2002-12-15,17.6
2003-01-15,22.2
2003-02-15,8.2
2003-03-15,11.9
2003-04-15,11.0
2003-05-15,70.39999999999999
2003-06-15,46.2
2003-07-15,55.9
2003-08-15,26.7
2003-09-15,130.79999999999998
2003-10-15,51.0
2003-11-15,30.0
2003-12-15,46.199999999999996
2004-01-15,47.7
2004-02-15,65.5
2004-03-15,26.4
2004-04-15,35.8
2004-05-15,32.9
2004-06-15,57.5
2004-07-15,70.0
2004-08-15,60.2
2004-09-15,36.3
2004-10-15,80.6
2004-11-15,35.0
2004-12-15,25.9
2005-01-15,50.8
2005-02-15,43.599999999999994
2005-03-15,32.9
2005-04-15,1.6
2005-05-15,76.8
2005-06-15,30.9
2005-07-15,42.7
2005-08-15,66.2
2005-09-15,11.600000000000001
2005-10-15,73.6
2005-11-15,36.6
2005-12-15,30.7
2006-01-15,37.900000000000006
2006-02-15,39.60000000000001
2006-03-15,40.3
2006-04-15,40.1
2006-05-15,57.7
2006-06-15,36.64
2006-07-15,20.7
2006-08-15,155.9
2006-09-15,58.599999999999994
2006-10-15,34.4
2006-11-15,61.29999999999999
2006-12-15,28.019999999999996
2007-01-15,104.1
2007-02-15,42.4
2007-03-15,47.0
2007-04-15,3.4000000000000004
2007-05-15,71.4
2007-06-15,101.8
2007-07-15,185.50000000000003
2007-08-15,37.2
2007-09-15,60.2
2007-10-15,49.2
2007-11-15,36.900000000000006
2007-12-15,51.50000000000001
2008-01-15,36.099999999999994
2008-02-15,21.5
2008-03-15,70.39999999999999
2008-04-15,97.99999999999999
2008-05-15,20.200000000000003
2008-06-15,20.0
2008-07-15,43.6
2008-08-15,57.6
2008-09-15,39.1
2008-10-15,63.0
2008-11-15,53.400000000000006
2008-12-15,42.699999999999996
2009-01-15,12.8
2009-02-15,35.0
2009-03-15,58.5
2009-04-15,5.3
2009-05-15,37.099999999999994
2009-06-15,88.89999999999999
2009-07-15,41.4
2009-08-15,37.8
2009-09-15,35.7
2009-10-15,60.199999999999996
2009-11-15,88.7
2009-12-15,26.1
2010-01-15,24.899999999999995
2010-02-15,41.0
2010-03-15,23.9
2010-04-15,20.8
2010-05-15,101.10000000000001
2010-06-15,36.6
2010-07-15,5.3999999999999995
2010-08-15,225.4
2010-09-15,90.4
2010-10-15,64.6
2010-11-15,155.7
2010-12-15,52.9
2011-01-15,32.900000000000006
2011-02-15,34.4
2011-03-15,19.900000000000002
2011-04-15,24.5
2011-05-15,29.7
2011-06-15,74.30000000000001
2011-07-15,208.6
2011-08-15,217.0
2011-09-15,72.19999999999999
2011-10-15,40.3
2011-11-15,4.7
2011-12-15,69.2
2012-01-15,77.7
2012-02-15,25.5
2012-03-15,5.8
2012-04-15,31.9
2012-05-15,16.1
2012-06-15,52.3
2012-07-15,116.39999999999999
2012-08-15,26.799999999999997
2012-09-15,30.0
2012-10-15,72.8
2012-11-15,43.6
2012-12-15,69.5
2013-01-15,40.599999999999994
2013-02-15,76.6
2013-03-15,8.7
2013-04-15,14.7
2013-05-15,58.400000000000006
2013-06-15,39.9
2013-07-15,17.7
2013-08-15,29.9
2013-09-15,78.60000000000001
2013-10-15,46.300000000000004
2013-11-15,41.0
2013-12-15,40.7
2014-01-15,0.0
2014-02-15,0.0
2014-03-15,0.0
2014-04-15,0.0
2014-05-15,0.0
2014-06-15,0.0
2014-07-15,0.0
2014-08-15,0.0
2014-09-15,0.0
2014-10-15,0.0
2014-11-15,0.0
2014-12-15,0.0
2015-01-15,0.0
2015-02-15,0.0
2015-03-15,0.0
