,0
2000-01-15,2.8765544937434457
2001-01-15,0.6907352115049862
2002-01-15,1.4975802480024967
2003-01-15,0.49692805964874254
2004-01-15,0.7126199785517405
2005-01-15,0.9921421895776952
2006-01-15,0.5238386804657498
2007-01-15,0.9120514147447604
2008-01-15,1.1713169094805582
2009-01-15,0.4787997243523082
2010-01-15,0.2892895224480286
2011-01-15,0.4980339223983805
2012-01-15,1.1364468097944056
2013-01-15,0.5738159755320474
2014-01-15,0.5379907776479134
2015-01-15,1.0307558630821594
2016-01-15,0.6087840874512641
2017-01-15,0.8184911251805477
2018-01-15,0.7741449151504491
