time,pr
2000-01-15,187.76275634765625
2000-02-15,211.38726806640625
2000-03-15,222.38230895996094
2000-04-15,79.38673400878906
2000-05-15,180.42991638183594
2000-06-15,82.09959411621094
2000-07-15,120.5538330078125
2000-08-15,156.56158447265625
2000-09-15,191.635986328125
2000-10-15,156.80050659179688
2000-11-15,30.44021987915039
2000-12-15,66.75325775146484
2001-01-15,214.2561492919922
2001-02-15,165.9832000732422
2001-03-15,40.837127685546875
2001-04-15,139.22781372070312
2001-05-15,182.5135955810547
2001-06-15,91.86351776123047
2001-07-15,194.61590576171875
2001-08-15,137.15460205078125
2001-09-15,167.49810791015625
2001-10-15,149.67478942871094
2001-11-15,225.72238159179688
2001-12-15,176.0845184326172
2002-01-15,249.50279235839844
2002-02-15,81.03833770751953
2002-03-15,137.12405395507812
2002-04-15,227.20318603515625
2002-05-15,106.02983093261719
2002-06-15,80.73453521728516
2002-07-15,126.76905822753906
2002-08-15,224.57411193847656
2002-09-15,187.97866821289062
2002-10-15,158.26522827148438
2002-11-15,137.96932983398438
2002-12-15,241.0879364013672
2003-01-15,139.95960998535156
2003-02-15,335.4300842285156
2003-03-15,259.86785888671875
2003-04-15,178.74176025390625
2003-05-15,77.11119842529297
2003-06-15,123.08700561523438
2003-07-15,205.99624633789062
2003-08-15,159.4023895263672
2003-09-15,283.2401428222656
2003-10-15,120.6043930053711
2003-11-15,174.31869506835938
2003-12-15,237.17799377441406
2004-01-15,146.28924560546875
2004-02-15,228.45408630371094
2004-03-15,301.4000244140625
2004-04-15,173.77297973632812
2004-05-15,134.73468017578125
2004-06-15,106.16862487792969
2004-07-15,203.50424194335938
2004-08-15,196.2662353515625
2004-09-15,264.8997802734375
2004-10-15,135.41049194335938
2004-11-15,231.40396118164062
2004-12-15,251.41775512695312
2005-01-15,132.979736328125
2005-02-15,108.84587860107422
2005-03-15,112.13887786865234
2005-04-15,139.51007080078125
2005-05-15,44.43025588989258
2005-06-15,126.97400665283203
2005-07-15,148.09690856933594
2005-08-15,197.5779266357422
2005-09-15,108.03681945800781
2005-10-15,198.19073486328125
2005-11-15,138.9706573486328
2005-12-15,241.22560119628906
2006-01-15,396.9524841308594
2006-02-15,171.32064819335938
2006-03-15,74.74217987060547
2006-04-15,138.83953857421875
2006-05-15,106.47642517089844
2006-06-15,184.46206665039062
2006-07-15,166.0648193359375
2006-08-15,92.93318939208984
2006-09-15,169.44419860839844
2006-10-15,215.31045532226562
2006-11-15,174.77740478515625
2006-12-15,303.36590576171875
2007-01-15,94.40131378173828
2007-02-15,53.5435791015625
2007-03-15,272.7005310058594
2007-04-15,214.53399658203125
2007-05-15,83.65451049804688
2007-06-15,109.39125061035156
2007-07-15,123.62002563476562
2007-08-15,132.5388946533203
2007-09-15,303.6435852050781
2007-10-15,480.2961730957031
2007-11-15,245.6790771484375
2007-12-15,332.42071533203125
2008-01-15,173.2731475830078
2008-02-15,195.2980499267578
2008-03-15,78.22445678710938
2008-04-15,42.50410079956055
2008-05-15,91.58866882324219
2008-06-15,108.6823501586914
2008-07-15,125.64205169677734
2008-08-15,193.77328491210938
2008-09-15,395.24615478515625
2008-10-15,149.5176544189453
2008-11-15,140.35324096679688
2008-12-15,242.00245666503906
