time,pr
2000-01-15,56.70069122314453
2000-02-15,38.471588134765625
2000-03-15,41.060428619384766
2000-04-15,25.08102035522461
2000-05-15,43.508602142333984
2000-06-15,77.80965423583984
2000-07-15,135.6653289794922
2000-08-15,63.042274475097656
2000-09-15,25.54845428466797
2000-10-15,67.99979400634766
2000-11-15,95.33026123046875
2000-12-15,67.1706314086914
2001-01-15,34.41913986206055
2001-02-15,
2001-03-15,30.74420166015625
2001-04-15,67.87054443359375
2001-05-15,48.363990783691406
2001-06-15,111.7947006225586
2001-07-15,84.3915786743164
2001-08-15,48.25560760498047
2001-09-15,100.24360656738281
2001-10-15,85.70683288574219
2001-11-15,35.89323425292969
2001-12-15,25.65690803527832
2002-01-15,63.529117584228516
2002-02-15,
2002-03-15,39.24088668823242
2002-04-15,12.357580184936523
2002-05-15,36.92198944091797
2002-06-15,127.35082244873047
2002-07-15,104.81979370117188
2002-08-15,23.970346450805664
2002-09-15,21.630958557128906
2002-10-15,14.389354705810547
2002-11-15,60.773624420166016
2002-12-15,14.066890716552734
2003-01-15,39.47932052612305
2003-02-15,
2003-03-15,9.809873580932617
2003-04-15,23.954570770263672
2003-05-15,101.72994995117188
2003-06-15,60.110618591308594
2003-07-15,92.56146240234375
2003-08-15,60.16048812866211
2003-09-15,26.991310119628906
2003-10-15,86.35759735107422
2003-11-15,44.91646194458008
2003-12-15,76.15595245361328
2004-01-15,38.79617691040039
2004-02-15,45.52701187133789
2004-03-15,45.07261276245117
2004-04-15,8.30184555053711
2004-05-15,74.7702407836914
2004-06-15,133.10400390625
2004-07-15,150.46783447265625
2004-08-15,52.69765090942383
2004-09-15,68.79107666015625
2004-10-15,40.35236740112305
2004-11-15,42.327857971191406
2004-12-15,77.59678649902344
2005-01-15,83.4809341430664
2005-02-15,
2005-03-15,9.323622703552246
2005-04-15,17.87555694580078
2005-05-15,50.85478591918945
2005-06-15,89.31723022460938
2005-07-15,89.79181671142578
2005-08-15,138.98622131347656
2005-09-15,31.248966217041016
2005-10-15,44.75703811645508
2005-11-15,67.70970916748047
2005-12-15,35.31355667114258
2006-01-15,17.646038055419922
2006-02-15,
2006-03-15,27.875385284423828
2006-04-15,42.61865234375
2006-05-15,36.935237884521484
2006-06-15,56.23876953125
2006-07-15,16.850971221923828
2006-08-15,62.713809967041016
2006-09-15,61.015533447265625
2006-10-15,119.62654113769531
2006-11-15,58.185096740722656
2006-12-15,66.59278106689453
2007-01-15,60.957454681396484
2007-02-15,
2007-03-15,27.552589416503906
2007-04-15,39.71731948852539
2007-05-15,79.92121124267578
2007-06-15,62.92713165283203
2007-07-15,127.71968078613281
2007-08-15,34.30678176879883
2007-09-15,95.18058776855469
2007-10-15,43.85995864868164
2007-11-15,44.735111236572266
2007-12-15,52.590816497802734
2008-01-15,79.92548370361328
2008-02-15,57.81819152832031
2008-03-15,64.43214416503906
2008-04-15,40.29481887817383
2008-05-15,34.4365119934082
2008-06-15,150.75721740722656
2008-07-15,64.28624725341797
2008-08-15,116.86776733398438
2008-09-15,30.586898803710938
2008-10-15,123.35981750488281
2008-11-15,73.40060424804688
2008-12-15,58.33437728881836
2009-01-15,38.681270599365234
2009-02-15,
2009-03-15,25.67963218688965
2009-04-15,17.909835815429688
2009-05-15,46.17771911621094
2009-06-15,87.08258819580078
2009-07-15,107.62430572509766
2009-08-15,60.72889709472656
2009-09-15,41.37760543823242
2009-10-15,46.428401947021484
2009-11-15,51.114784240722656
2009-12-15,42.19413757324219
2010-01-15,20.63690948486328
2010-02-15,
2010-03-15,40.13424301147461
2010-04-15,52.453895568847656
2010-05-15,78.25305938720703
2010-06-15,41.66791534423828
2010-07-15,50.754573822021484
2010-08-15,65.55509948730469
2010-09-15,68.74974060058594
2010-10-15,38.98710632324219
2010-11-15,62.63488006591797
2010-12-15,39.85332107543945
2011-01-15,56.411094665527344
2011-02-15,
2011-03-15,36.21770477294922
2011-04-15,27.369606018066406
2011-05-15,37.40138626098633
2011-06-15,79.70764923095703
2011-07-15,86.79855346679688
2011-08-15,71.82984924316406
2011-09-15,114.02522277832031
2011-10-15,44.50383377075195
2011-11-15,52.62200164794922
2011-12-15,89.55377960205078
2012-01-15,67.60148620605469
2012-02-15,41.72297668457031
2012-03-15,
2012-04-15,59.023685455322266
2012-05-15,49.424346923828125
2012-06-15,106.31748962402344
2012-07-15,145.4671173095703
2012-08-15,
2012-09-15,106.25160217285156
2012-10-15,87.70101165771484
2012-11-15,49.927154541015625
2012-12-15,62.292686462402344
2013-01-15,
2013-02-15,
2013-03-15,
2013-04-15,
2013-05-15,
2013-06-15,
2013-07-15,
2013-08-15,
2013-09-15,
2013-10-15,
2013-11-15,
2013-12-15,
2014-01-15,30.323348999023438
