time,pr
2000-01-15,
2000-02-15,
2000-03-15,
2000-04-15,
2000-05-15,
2000-06-15,
2000-07-15,
2000-08-15,
2000-09-15,
2000-10-15,
2000-11-15,
2000-12-15,
2001-01-15,
2001-02-15,
2001-03-15,
2001-04-15,
2001-05-15,
2001-06-15,
2001-07-15,
2001-08-15,
2001-09-15,
2001-10-15,
2001-11-15,
2001-12-15,
2002-01-15,49.83250427246094
2002-02-15,62.721046447753906
2002-03-15,42.60852813720703
2002-04-15,44.814796447753906
2002-05-15,55.945552825927734
2002-06-15,80.278564453125
2002-07-15,83.93899536132812
2002-08-15,40.573036193847656
2002-09-15,26.45680809020996
2002-10-15,104.69796752929688
2002-11-15,56.640499114990234
2002-12-15,19.106712341308594
2003-01-15,
2003-02-15,
2003-03-15,
2003-04-15,
2003-05-15,
2003-06-15,
2003-07-15,
2003-08-15,
2003-09-15,
2003-10-15,
2003-11-15,
2003-12-15,
2004-01-15,32.46098327636719
2004-02-15,59.834468841552734
2004-03-15,45.18772888183594
2004-04-15,40.85749053955078
2004-05-15,74.43399047851562
2004-06-15,64.81173706054688
2004-07-15,94.37391662597656
2004-08-15,100.01502990722656
2004-09-15,34.47724151611328
2004-10-15,42.57083511352539
2004-11-15,67.35920715332031
2004-12-15,41.63364028930664
2005-01-15,37.991737365722656
2005-02-15,50.50341033935547
2005-03-15,47.3844108581543
2005-04-15,14.524700164794922
2005-05-15,109.79814147949219
2005-06-15,67.12062072753906
2005-07-15,68.65231323242188
2005-08-15,43.94147872924805
2005-09-15,30.64429473876953
2005-10-15,15.422894477844238
2005-11-15,34.52205276489258
2005-12-15,77.74004364013672
2006-01-15,19.481382369995117
2006-02-15,41.12668991088867
2006-03-15,43.03266906738281
2006-04-15,40.23381805419922
2006-05-15,66.12144470214844
2006-06-15,32.13877487182617
2006-07-15,19.81566619873047
2006-08-15,218.1691131591797
2006-09-15,28.489944458007812
2006-10-15,32.49964141845703
2006-11-15,42.90580749511719
2006-12-15,28.123767852783203
2007-01-15,97.51251983642578
2007-02-15,31.749927520751953
2007-03-15,42.76900863647461
2007-04-15,25.619848251342773
2007-05-15,106.4222640991211
2007-06-15,67.52911376953125
2007-07-15,136.32757568359375
2007-08-15,64.76246643066406
2007-09-15,49.725914001464844
2007-10-15,28.785409927368164
2007-11-15,34.22229766845703
2007-12-15,20.71383285522461
2008-01-15,70.16828155517578
2008-02-15,23.384281158447266
2008-03-15,58.142738342285156
2008-04-15,48.63882064819336
2008-05-15,78.12649536132812
2008-06-15,51.05253219604492
2008-07-15,59.599205017089844
2008-08-15,48.114532470703125
2008-09-15,88.47340393066406
2008-10-15,30.627649307250977
2008-11-15,35.340030670166016
2008-12-15,49.328346252441406
2009-01-15,32.53654479980469
2009-02-15,42.81715774536133
2009-03-15,68.33052062988281
2009-04-15,7.410453796386719
2009-05-15,72.85556030273438
2009-06-15,124.31716918945312
2009-07-15,67.47041320800781
2009-08-15,72.1124038696289
2009-09-15,31.976531982421875
2009-10-15,97.57079315185547
2009-11-15,57.77150344848633
2009-12-15,64.50040435791016
2010-01-15,48.5832405090332
2010-02-15,44.57378387451172
2010-03-15,22.278661727905273
2010-04-15,42.88697814941406
2010-05-15,108.68119049072266
2010-06-15,86.34892272949219
2010-07-15,96.41340637207031
2010-08-15,119.8746337890625
2010-09-15,90.66400909423828
2010-10-15,18.782093048095703
2010-11-15,107.97799682617188
2010-12-15,53.721656799316406
2011-01-15,44.88825607299805
2011-02-15,39.97286605834961
2011-03-15,24.783597946166992
2011-04-15,55.15833282470703
2011-05-15,63.722930908203125
2011-06-15,63.73859405517578
2011-07-15,176.29678344726562
2011-08-15,59.309505462646484
2011-09-15,18.93072509765625
2011-10-15,22.67995834350586
2011-11-15,11.422825813293457
2011-12-15,37.22504806518555
2012-01-15,47.45200729370117
2012-02-15,29.17822265625
2012-03-15,27.775314331054688
2012-04-15,43.49162673950195
2012-05-15,42.37117385864258
2012-06-15,122.26295471191406
2012-07-15,74.03643798828125
2012-08-15,144.93524169921875
2012-09-15,19.388397216796875
2012-10-15,63.284088134765625
2012-11-15,29.384117126464844
2012-12-15,53.90385818481445
2013-01-15,68.43443298339844
2013-02-15,43.36567306518555
2013-03-15,51.89218521118164
2013-04-15,50.04491424560547
2013-05-15,116.19271087646484
2013-06-15,98.45274353027344
2013-07-15,42.8620491027832
2013-08-15,70.29281616210938
2013-09-15,88.57355499267578
2013-10-15,24.865894317626953
2013-11-15,70.43331909179688
2013-12-15,26.1142635345459
2014-01-15,50.17343521118164
2014-02-15,21.32832908630371
2014-03-15,37.69218826293945
2014-04-15,66.60267639160156
2014-05-15,113.79985809326172
2014-06-15,71.94203186035156
2014-07-15,87.14047241210938
2014-08-15,106.48477172851562
2014-09-15,31.50501251220703
2014-10-15,9.642166137695312
2014-11-15,36.50080108642578
2014-12-15,72.76676177978516
2015-01-15,57.696929931640625
2015-02-15,9.752517700195312
2015-03-15,47.375370025634766
2015-04-15,34.41407012939453
2015-05-15,132.8157196044922
2015-06-15,43.49721145629883
2015-07-15,74.34658813476562
2015-08-15,9.813051223754883
2015-09-15,112.77803039550781
2015-10-15,24.756620407104492
2015-11-15,62.4898681640625
2015-12-15,43.470272064208984
2016-01-15,43.45289611816406
2016-02-15,70.53627014160156
2016-03-15,43.703392028808594
2016-04-15,54.06092834472656
2016-05-15,61.3608512878418
2016-06-15,59.13130569458008
2016-07-15,111.863037109375
2016-08-15,47.48906707763672
2016-09-15,16.542739868164062
2016-10-15,101.7457046508789
2016-11-15,51.32713317871094
2016-12-15,62.169288635253906
2017-01-15,26.851709365844727
2017-02-15,55.3280029296875
2017-03-15,47.95225143432617
2017-04-15,75.42489624023438
2017-05-15,29.503318786621094
2017-06-15,69.81144714355469
2017-07-15,93.57719421386719
2017-08-15,63.39250183105469
2017-09-15,110.16860961914062
2017-10-15,86.59742736816406
2017-11-15,40.59733581542969
2017-12-15,43.09341812133789
2018-01-15,40.00873947143555
2018-02-15,18.820322036743164
2018-03-15,38.324588775634766
2018-04-15,27.965087890625
2018-05-15,34.11397171020508
2018-06-15,44.18136978149414
2018-07-15,130.68653869628906
2018-08-15,51.585365295410156
2018-09-15,100.69783782958984
2018-10-15,46.400901794433594
2018-11-15,23.727588653564453
2018-12-15,67.95884704589844
2019-01-15,50.917484283447266
2019-02-15,17.50945281982422
2019-03-15,50.59843063354492
2019-04-15,19.31306266784668
2019-05-15,108.09828186035156
2019-06-15,33.14247512817383
2019-07-15,65.4552993774414
2019-08-15,57.381683349609375
2019-09-15,56.07217788696289
2019-10-15,33.62608337402344
2019-11-15,32.70138168334961
2019-12-15,35.5019645690918
