,0
2000-10-15,1.1057078431372547
2001-10-15,1.2869599999999999
2002-10-15,1.4869109111111107
2003-10-15,1.5215617469879514
2004-10-15,1.2158035294117646
2005-10-15,1.3018476893939392
2006-10-15,1.101903409090909
2007-10-15,1.3037517322097378
2008-10-15,1.2284732510288061
2009-10-15,1.1164205128205127
2010-10-15,1.3425179216524215
2011-10-15,1.1194217753623188
2012-10-15,1.3375466666666667
2013-10-15,1.337823233695652
2014-10-15,1.4287966117216115
2015-10-15,1.4157053639846742
2016-10-15,1.3315060261707987
2017-10-15,1.2451267424242423
2018-10-15,1.4287378157349893
2019-10-15,1.316890685941043
